parent_id,child_id,link_type,evidence
form:menu_convonda,prg:conv_mov_cont_rumi,CALLS_PRG,menu_convonda.scx
form:menu_convonda,prg:conv_mov_cont_sistema_codici_iva_rumi,CALLS_PRG,menu_convonda.scx
form:menu_convonda,prg:conv_mov_cont_xi,CALLS_PRG,menu_convonda.scx
form:menu_convonda,prg:conv_nazioni_xi,CALLS_PRG,menu_convonda.scx
form:menu_convonda,prg:conv_ord_impresind,CALLS_PRG,menu_convonda.scx
form:menu_convonda,prg:conv_ord_rumi,CALLS_PRG,menu_convonda.scx
form:menu_convonda,prg:conv_ordini_clienti_xi,CALLS_PRG,menu_convonda.scx
form:menu_convonda,prg:conv_orf_impresind,CALLS_PRG,menu_convonda.scx
form:menu_convonda,prg:conv_para_age_an_card,CALLS_PRG,menu_convonda.scx
form:menu_convonda,prg:conv_para_dog_card,CALLS_PRG,menu_convonda.scx
form:menu_convonda,prg:conv_para_fal_card,CALLS_PRG,menu_convonda.scx
form:menu_convonda,prg:conv_para_gmi_card,CALLS_PRG,menu_convonda.scx
form:menu_convonda,prg:conv_para_mag_card,CALLS_PRG,menu_convonda.scx
form:menu_convonda,prg:conv_para_top_card,CALLS_PRG,menu_convonda.scx
form:menu_convonda,prg:conv_para_topdoc_card,CALLS_PRG,menu_convonda.scx
form:menu_convonda,prg:conv_part_cli,CALLS_PRG,menu_convonda.scx
form:menu_convonda,prg:conv_part_cli_controllo_xi,CALLS_PRG,menu_convonda.scx
form:menu_convonda,prg:conv_part_cli_rumi,CALLS_PRG,menu_convonda.scx
form:menu_convonda,prg:conv_part_cli_xi,CALLS_PRG,menu_convonda.scx
form:menu_convonda,prg:conv_part_for,CALLS_PRG,menu_convonda.scx
form:menu_convonda,prg:conv_part_for_rumi,CALLS_PRG,menu_convonda.scx
form:menu_convonda,prg:conv_part_for_xi,CALLS_PRG,menu_convonda.scx
form:menu_convonda,prg:conv_pdc,CALLS_PRG,menu_convonda.scx
form:menu_convonda,prg:conv_pdc_card,CALLS_PRG,menu_convonda.scx
form:menu_convonda,prg:conv_pdc_onda,CALLS_PRG,menu_convonda.scx
form:menu_convonda,prg:conv_pdc_rumi,CALLS_PRG,menu_convonda.scx
form:menu_convonda,prg:conv_provvi,CALLS_PRG,menu_convonda.scx
form:menu_convonda,prg:conv_provvi_xi,CALLS_PRG,menu_convonda.scx
form:menu_convonda,prg:conv_reparti_xi,CALLS_PRG,menu_convonda.scx
form:menu_convonda,prg:conv_saldi_clienti_mov_cont_xi,CALLS_PRG,menu_convonda.scx
form:menu_convonda,prg:conv_saldi_fornitori_mov_cont_xi,CALLS_PRG,menu_convonda.scx
form:menu_convonda,prg:conv_sconti_inc_xi,CALLS_PRG,menu_convonda.scx
form:menu_convonda,prg:conv_sconti_xi,CALLS_PRG,menu_convonda.scx
form:menu_convonda,prg:conv_servizi_intra_card,CALLS_PRG,menu_convonda.scx
form:menu_convonda,prg:conv_sistema_numfat_part_for_xi,CALLS_PRG,menu_convonda.scx
form:menu_convonda,prg:conv_sistema_part_cli_xi,CALLS_PRG,menu_convonda.scx
form:menu_convonda,prg:conv_sistema_part_for_xi,CALLS_PRG,menu_convonda.scx
form:menu_convonda,prg:conv_sole24ore,CALLS_PRG,menu_convonda.scx
form:menu_convonda,prg:conv_tipogrezzo_xi,CALLS_PRG,menu_convonda.scx
form:menu_convonda,prg:conv_tiponobilitato_xi,CALLS_PRG,menu_convonda.scx
form:menu_convonda,prg:conv_txt_banche,CALLS_PRG,menu_convonda.scx
form:menu_convonda,prg:conv_valute_rumi,CALLS_PRG,menu_convonda.scx
form:menu_convonda,prg:conv_vettori_card,CALLS_PRG,menu_convonda.scx
form:menu_convonda,prg:conv_vettori_rumi,CALLS_PRG,menu_convonda.scx
form:menu_convspro,form:pjpwd,OPENS_FORM,menu_convspro.scx
form:menu_convspro,prg:conv_anacli_sp,CALLS_PRG,menu_convspro.scx
form:menu_convspro,prg:conv_codifica_articoli_sp,CALLS_PRG,menu_convspro.scx
form:menu_convspro,prg:conv_codifica_clienti_sp,CALLS_PRG,menu_convspro.scx
form:menu_convspro,prg:conv_voci_paga_copernico_sp,CALLS_PRG,menu_convspro.scx
form:menu_convspro,prg:conv_voci_paga_sispac_sp,CALLS_PRG,menu_convspro.scx
form:menu_convspro,prg:conv_voci_paga_zucchetti_sp,CALLS_PRG,menu_convspro.scx
form:menu_convxilo,form:conv_movcont,OPENS_FORM,menu_convxilo.scx
form:menu_convxilo,form:conv_movcont_xi,OPENS_FORM,menu_convxilo.scx
form:menu_convxilo,form:pjpwd,OPENS_FORM,menu_convxilo.scx
form:menu_convxilo,prg:conv_altezza_xi,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_anaage,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_anaage_xi,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_anaart,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_anaart_xi,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_anaban1,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_anaban2,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_anaban_xi,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_anacli,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_anacli_email_xi,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_anacli_xi,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_anafor,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_anafor_xi,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_anagrafica_dipendenti,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_anaprovince_xi,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_anaspe,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_anazone,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_anazone_xi,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_areemagazzino_xi,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_art_carte_xi,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_cat,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_cat_xi,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_causali_xi,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_clienti,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_colore_xi,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_completa_for2_xi,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_completa_for_xi,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_conpag_xi,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_controllo_agenti_xi,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_controllo_banche_fornitore_xi,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_controllo_banche_xi,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_controllo_cpa_cli_xi,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_controllo_cpa_for_xi,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_crea_vettori_da_u_for_an_xi,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_diba,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_finitura_xi,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_fornitori,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_iban_dipendenti,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_impianti_xi,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_listini_tipoprod_spessore,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_lunghezzalarghezza_xi,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_mov_cont_xi,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_nazioni_xi,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_ordini_clienti_xi,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_part_cli,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_part_cli_controllo_xi,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_part_cli_xi,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_part_for,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_part_for_xi,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_pdc,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_pdc_xi,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_provvi,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_provvi_xi,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_reparti_xi,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_saldi_clienti_mov_cont_xi,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_saldi_fornitori_mov_cont_xi,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_sconti_inc_xi,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_sconti_xi,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_sistema_numfat_part_for_xi,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_sistema_part_cli_xi,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_sistema_part_for_xi,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_sole24ore,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_tipogrezzo_xi,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_tiponobilitato_xi,CALLS_PRG,menu_convxilo.scx
form:menu_convxilo,prg:conv_txt_banche,CALLS_PRG,menu_convxilo.scx
form:menu_convzucc,form:conv_movcont,OPENS_FORM,menu_convzucc.scx
form:menu_convzucc,form:conv_movcont_xi,OPENS_FORM,menu_convzucc.scx
form:menu_convzucc,form:pjpwd,OPENS_FORM,menu_convzucc.scx
form:menu_convzucc,prg:conv_agenti_rumi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_altezza_xi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_anaage,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_anaage_xi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_anaart,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_anaart_impresind,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_anaart_rumi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_anaart_xi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_anaban1,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_anaban2,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_anaban_impresind,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_anaban_rumi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_anaban_xi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_anacli,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_anacli2_rumi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_anacli_email_xi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_anacli_impresind,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_anacli_rumi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_anacli_xi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_anafor,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_anafor2_rumi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_anafor_impresind,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_anafor_rumi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_anafor_xi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_anagrafica_dipendenti,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_anaprovince_xi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_anaspe,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_anazone,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_anazone_xi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_areemagazzino_xi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_art_carte_xi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_cambi_rumi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_cat,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_cat_xi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_causali_rumi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_causali_xi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_clienti,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_codiva_rumi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_colore_xi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_completa_for2_xi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_completa_for_xi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_condizioni_pagamento_rumi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_conpag_xi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_controllo_agenti_xi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_controllo_banche_fornitore_xi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_controllo_banche_xi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_controllo_cpa_cli_xi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_controllo_cpa_for_xi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_crea_vettori_da_u_for_an_xi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_deslingue_rumi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_desmspli_card,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_desporti_card,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_diba,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_diba_impresind,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_diba_rumi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_fat_impresind,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_finitura_xi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_fornitori,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_giac_impresind,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_giac_rumi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_iban_dipendenti,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_impianti_xi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_list_fornitori_rumi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_list_impresind,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_list_rumi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_listini_tipoprod_spessore,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_localita_clienti_card,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_localita_fornitori_card,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_lunghezzalarghezza_xi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_mezzi_card,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_mov_cont_rumi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_mov_cont_sistema_codici_iva_rumi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_mov_cont_xi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_nazioni_xi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_ord_impresind,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_ord_rumi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_ordini_clienti_xi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_orf_impresind,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_para_age_an_card,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_para_dog_card,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_para_fal_card,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_para_gmi_card,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_para_mag_card,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_para_rep_card,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_para_sta_rumi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_para_top_card,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_para_topdoc_card,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_para_umi_rumi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_part_cli,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_part_cli_controllo_xi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_part_cli_rumi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_part_cli_xi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_part_for,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_part_for_rumi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_part_for_xi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_pdc,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_pdc_card,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_pdc_rumi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_porti_rumi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_provvi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_provvi_xi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_reparti_xi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_saldi_clienti_mov_cont_xi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_saldi_fornitori_mov_cont_xi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_sconti_inc_xi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_sconti_xi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_servizi_intra_card,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_sistema_numfat_part_for_xi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_sistema_part_cli_xi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_sistema_part_for_xi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_sole24ore,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_tipogrezzo_xi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_tiponobilitato_xi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_txt_banche,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_valute_rumi,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_vettori_card,CALLS_PRG,menu_convzucc.scx
form:menu_convzucc,prg:conv_vettori_rumi,CALLS_PRG,menu_convzucc.scx
form:menu_coppdv,form:attendi,OPENS_FORM,menu_coppdv.scx
form:menu_coppdv,form:menu_stamass,OPENS_FORM,menu_coppdv.scx
form:menu_costistudi000,form:elenco,OPENS_FORM,menu_costistudi000.scx
form:menu_costistudi000,prg:menusta,CALLS_PRG,menu_costistudi000.scx
form:menu_costistudi000,prg:nullo,CALLS_PRG,menu_costistudi000.scx
form:menu_creariba,frx:report\ricerr,PRINTS_REPORT,menu_creariba.scx
form:menu_creariba,prg:fapstam::PAROLA,CALLS_PROC,chiamata parola()
form:menu_creariba,prg:fapstam::PERIODI,CALLS_PROC,chiamata periodi()
form:menu_creariba,prg:fapstamd::PAROLA,CALLS_PROC,chiamata parola()
form:menu_creariba,prg:fapstamd::PERIODI,CALLS_PROC,chiamata periodi()
form:menu_creariba,prg:fatstam::PAROLA,CALLS_PROC,chiamata parola()
form:menu_creariba,prg:fatstam::PERIODI,CALLS_PROC,chiamata periodi()
form:menu_creariba,prg:fatstamd::PAROLA,CALLS_PROC,chiamata parola()
form:menu_creariba,prg:fatstamd::PERIODI,CALLS_PROC,chiamata periodi()
form:menu_creariba,prg:inrstam::PAROLA,CALLS_PROC,chiamata parola()
form:menu_creariba,prg:inrstam::PERIODI,CALLS_PROC,chiamata periodi()
form:menu_creariba,prg:lavostam::PAROLA,CALLS_PROC,chiamata parola()
form:menu_creariba,prg:lavostam::PERIODI,CALLS_PROC,chiamata periodi()
form:menu_creariba,prg:mdbstam::PAROLA,CALLS_PROC,chiamata parola()
form:menu_creariba,prg:mdbstam::PERIODI,CALLS_PROC,chiamata periodi()
form:menu_creariba,prg:offstam::PAROLA,CALLS_PROC,chiamata parola()
form:menu_creariba,prg:offstam::PERIODI,CALLS_PROC,chiamata periodi()
form:menu_creariba,prg:ordstam::PAROLA,CALLS_PROC,chiamata parola()
form:menu_creariba,prg:ordstam::PERIODI,CALLS_PROC,chiamata periodi()
form:menu_creariba,prg:orfstam::PAROLA,CALLS_PROC,chiamata parola()
form:menu_creariba,prg:orfstam::PERIODI,CALLS_PROC,chiamata periodi()
form:menu_creariba,prg:tfc000::PAROLA,CALLS_PROC,chiamata parola()
form:menu_creariba,prg:tfc000::PERIODI,CALLS_PROC,chiamata periodi()
form:menu_creariba,prg:tfcinc::PAROLA,CALLS_PROC,chiamata parola()
form:menu_creariba,prg:trasinca::PAROLA,CALLS_PROC,chiamata parola()
form:menu_creariba,prg:trasinca::PERIODI,CALLS_PROC,chiamata periodi()
form:menu_creasche,form:attendi,OPENS_FORM,menu_creasche.scx
form:menu_creasche,form:elenco,OPENS_FORM,menu_creasche.scx
form:menu_creorf,form:creorf1,OPENS_FORM,menu_creorf.scx
form:menu_creorf,prg:menusta,CALLS_PRG,menu_creorf.scx
form:menu_crepro,form:crepro1,OPENS_FORM,menu_crepro.scx
form:menu_ctrlbf,prg:browseview,CALLS_PRG,menu_ctrlbf.scx
form:menu_ctrlbf,prg:menusta,CALLS_PRG,menu_ctrlbf.scx
form:menu_ctrlprotcli_dif,form:rinum,OPENS_FORM,menu_ctrlprotcli_dif.scx
form:menu_ctrlprotcli_imm,form:rinum,OPENS_FORM,menu_ctrlprotcli_imm.scx
form:menu_ctrlprotforn_cee,form:pjpwd,OPENS_FORM,menu_ctrlprotforn_cee.scx
form:menu_ctrlprotforn_naz,form:pjpwd,OPENS_FORM,menu_ctrlprotforn_naz.scx
form:menu_ctrlprotforn_noc,form:pjpwd,OPENS_FORM,menu_ctrlprotforn_noc.scx
form:menu_ctrlprovvi,prg:menusta,CALLS_PRG,menu_ctrlprovvi.scx
form:menu_ddttofap,form:menu_fap000,OPENS_FORM,menu_ddttofap.scx
form:menu_ddttofap,form:menu_ristampa_doc,OPENS_FORM,menu_ddttofap.scx
form:menu_ddttofap,prg:browseview,CALLS_PRG,menu_ddttofap.scx
form:menu_ddttofap,prg:esenotb,CALLS_PRG,menu_ddttofap.scx
form:menu_ddttofap,prg:menusta,CALLS_PRG,menu_ddttofap.scx
form:menu_ddttofat_chk,form:menu_ristampa_doc,OPENS_FORM,menu_ddttofat_chk.scx
form:menu_dichiara,prg:dichiara,CALLS_PRG,menu_dichiara.scx
form:menu_dis000,form:artnew,OPENS_FORM,menu_dis000.scx
form:menu_dis000,form:formconf,OPENS_FORM,menu_dis000.scx
form:menu_dis000,prg:nullo,CALLS_PRG,menu_dis000.scx
form:menu_dis000,web:Consultazione: templates distinte/list.html + distinte/detail.html; endpoint GET /distinte (componenti primo livello; DIS_ESPLOD='X' = link sotto-distinta),MIGRATED_TO,tracker: Form1
form:menu_disann,prg:browseview,CALLS_PRG,menu_disann.scx
form:menu_discbfo,form:discbfo,OPENS_FORM,menu_discbfo.scx
form:menu_discbfo,form:discbfo_sta,OPENS_FORM,menu_discbfo.scx
form:menu_discbfo,prg:menusta,CALLS_PRG,menu_discbfo.scx
form:menu_disdup,form:elenco,OPENS_FORM,menu_disdup.scx
form:menu_disdup,form:menu_dis000,OPENS_FORM,menu_disdup.scx
form:menu_diselen,prg:browseview,CALLS_PRG,menu_diselen.scx
form:menu_diselen,prg:menusta,CALLS_PRG,menu_diselen.scx
form:menu_disesp,form:formconf,OPENS_FORM,menu_disesp.scx
form:menu_disimpord,form:disimpord_tt,OPENS_FORM,menu_disimpord.scx
form:menu_disimporf,form:disimporf_tt,OPENS_FORM,menu_disimporf.scx
form:menu_disins,prg:browseview,CALLS_PRG,menu_disins.scx
form:menu_dispon,form:elenco,OPENS_FORM,menu_dispon.scx
form:menu_dissost,prg:browseview,CALLS_PRG,menu_dissost.scx
form:menu_distinte_rid,form:elenco,OPENS_FORM,menu_distinte_rid.scx
form:menu_distinte_rid,prg:apilib,CALLS_PRG,menu_distinte_rid.scx (SET PROCEDURE)
form:menu_distinte_rid,prg:apilib::DECLARE_FUN,CALLS_PROC,menu_distinte_rid.scx
form:menu_distinte_rid,prg:apilib::DECLARE_FUN,CALLS_PROC,menu_distinte_rid.scx (SET PROCEDURE)
form:menu_distinte_rid,prg:browseview,CALLS_PRG,menu_distinte_rid.scx
form:menu_distinte_rid,prg:creapdf1,CALLS_PRG,menu_distinte_rid.scx
form:menu_distinte_rid,prg:fapstam::PERIODI,CALLS_PROC,chiamata periodi()
form:menu_distinte_rid,prg:fapstamd::PERIODI,CALLS_PROC,chiamata periodi()
form:menu_distinte_rid,prg:fatstam::PERIODI,CALLS_PROC,chiamata periodi()
form:menu_distinte_rid,prg:fatstamd::PERIODI,CALLS_PROC,chiamata periodi()
form:menu_distinte_rid,prg:inrstam::PERIODI,CALLS_PROC,chiamata periodi()
form:menu_distinte_rid,prg:lavostam::PERIODI,CALLS_PROC,chiamata periodi()
form:menu_distinte_rid,prg:mdbstam::PERIODI,CALLS_PROC,chiamata periodi()
form:menu_distinte_rid,prg:menusta,CALLS_PRG,menu_distinte_rid.scx
form:menu_distinte_rid,prg:offstam::PERIODI,CALLS_PROC,chiamata periodi()
