object_id,file,object_type,name,description,new_location
menu:fornitori > Sconti in base ai listini di acquisto > Sconti maggiorazioni per famiglia prodotto > Elenco sconti per tipo listino,tbl_menu,MENU,Elenco sconti per tipo listino,fornitori > Sconti in base ai listini di acquisto > Sconti maggiorazioni per famiglia prodotto,
menu:fornitori > Trasporti > Parametri > Pesi,tbl_menu,MENU,Pesi,fornitori > Trasporti > Parametri,
menu:fornitori > Trasporti > Parametri > Province,tbl_menu,MENU,Province,fornitori > Trasporti > Parametri,
menu:fornitori > Trasporti > Parametri > Vettori,tbl_menu,MENU,Vettori,fornitori > Trasporti > Parametri,
menu:fornitori > Trasporti > Spedizioni campionature > Cancellazione contratti,tbl_menu,MENU,Cancellazione contratti,fornitori > Trasporti > Spedizioni campionature,
menu:fornitori > Trasporti > Spedizioni campionature > Contratti,tbl_menu,MENU,Contratti,fornitori > Trasporti > Spedizioni campionature,
menu:fornitori > Trasporti > Spedizioni campionature > Costi dei trasporti,tbl_menu,MENU,Costi dei trasporti,fornitori > Trasporti > Spedizioni campionature,
menu:fornitori > Trasporti > Spedizioni campionature > Determina il vettore che costa meno,tbl_menu,MENU,Determina il vettore che costa meno,fornitori > Trasporti > Spedizioni campionature,
menu:fornitori > Trasporti > Spedizioni campionature > Duplicazione contratti,tbl_menu,MENU,Duplicazione contratti,fornitori > Trasporti > Spedizioni campionature,
menu:fornitori > Trasporti > Spedizioni standard > Cancellazione contratti,tbl_menu,MENU,Cancellazione contratti,fornitori > Trasporti > Spedizioni standard,
menu:fornitori > Trasporti > Spedizioni standard > Contratti,tbl_menu,MENU,Contratti,fornitori > Trasporti > Spedizioni standard,
menu:fornitori > Trasporti > Spedizioni standard > Costi dei trasporti,tbl_menu,MENU,Costi dei trasporti,fornitori > Trasporti > Spedizioni standard,
menu:fornitori > Trasporti > Spedizioni standard > Determina il vettore che costa meno,tbl_menu,MENU,Determina il vettore che costa meno,fornitori > Trasporti > Spedizioni standard,
menu:fornitori > Trasporti > Spedizioni standard > Duplicazione contratti,tbl_menu,MENU,Duplicazione contratti,fornitori > Trasporti > Spedizioni standard,
menu:help > Help,tbl_menu,MENU,Help,help,
menu:help > Informazioni su Aquarius,tbl_menu,MENU,Informazioni su Aquarius,help,
"menu:help > Privacy D.Lgs 196/2003 - UE n. 679/2016 ""GDPR""",tbl_menu,MENU,"Privacy D.Lgs 196/2003 - UE n. 679/2016 ""GDPR""",help,
menu:magazzino > Anagrafica articoli > Aggiornamento,tbl_menu,MENU,Aggiornamento,magazzino > Anagrafica articoli,
menu:magazzino > Anagrafica articoli > Annullo con selezione,tbl_menu,MENU,Annullo con selezione,magazzino > Anagrafica articoli,
menu:magazzino > Anagrafica articoli > Duplicazione anagrafica articoli,tbl_menu,MENU,Duplicazione anagrafica articoli,magazzino > Anagrafica articoli,
menu:magazzino > Anagrafica articoli > Elenco articoli con giacenza a zero,tbl_menu,MENU,Elenco articoli con giacenza a zero,magazzino > Anagrafica articoli,
menu:magazzino > Anagrafica articoli > Elenco articoli per fornitore,tbl_menu,MENU,Elenco articoli per fornitore,magazzino > Anagrafica articoli,
menu:magazzino > Anagrafica articoli > Elenco articoli per i 5 possibili fornitori,tbl_menu,MENU,Elenco articoli per i 5 possibili fornitori,magazzino > Anagrafica articoli,
menu:magazzino > Anagrafica articoli > Elenco ultimi articoli inseriti,tbl_menu,MENU,Elenco ultimi articoli inseriti,magazzino > Anagrafica articoli,
menu:magazzino > Anagrafica articoli > Procedure di supporto > Caricamento anagrafica articoli,tbl_menu,MENU,Caricamento anagrafica articoli,magazzino > Anagrafica articoli > Procedure di supporto,
menu:magazzino > Anagrafica articoli > Procedure di supporto > Elenco anagrafica articoli ammortizzabili,tbl_menu,MENU,Elenco anagrafica articoli ammortizzabili,magazzino > Anagrafica articoli > Procedure di supporto,
menu:magazzino > Anagrafica articoli > Procedure di supporto > Elenco articoli in anagrafica (produzione),tbl_menu,MENU,Elenco articoli in anagrafica (produzione),magazzino > Anagrafica articoli > Procedure di supporto,
menu:magazzino > Anagrafica articoli > Procedure di supporto > Elenco bobine non corrette in anagrafica (doppie),tbl_menu,MENU,Elenco bobine non corrette in anagrafica (doppie),magazzino > Anagrafica articoli > Procedure di supporto,
menu:magazzino > Anagrafica articoli > Procedure di supporto > Importazione anagrafica articoli da file excel,tbl_menu,MENU,Importazione anagrafica articoli da file excel,magazzino > Anagrafica articoli > Procedure di supporto,
menu:magazzino > Anagrafica articoli > Procedure di supporto > Importazione specifiche articoli da files excel,tbl_menu,MENU,Importazione specifiche articoli da files excel,magazzino > Anagrafica articoli > Procedure di supporto,
menu:magazzino > Anagrafica articoli > Procedure di supporto > Organizzazione gerarchica categorie articolo,tbl_menu,MENU,Organizzazione gerarchica categorie articolo,magazzino > Anagrafica articoli > Procedure di supporto,
menu:magazzino > Anagrafica articoli > Procedure di supporto > Ricerca editoriale,tbl_menu,MENU,Ricerca editoriale,magazzino > Anagrafica articoli > Procedure di supporto,
menu:magazzino > Anagrafica articoli > Procedure di supporto > Sincronizzazione dati con Cardioline Italia,tbl_menu,MENU,Sincronizzazione dati con Cardioline Italia,magazzino > Anagrafica articoli > Procedure di supporto,
menu:magazzino > Anagrafica articoli > Procedure di supporto > Utility di aggiornamento dati ultime movimentaz.,tbl_menu,MENU,Utility di aggiornamento dati ultime movimentaz.,magazzino > Anagrafica articoli > Procedure di supporto,
menu:magazzino > Anagrafica articoli > Procedure di supporto > Utilità di assegnazione categoria/tipo imballo,tbl_menu,MENU,Utilità di assegnazione categoria/tipo imballo,magazzino > Anagrafica articoli > Procedure di supporto,
menu:magazzino > Anagrafica articoli > Procedure di supporto > Utilità di modifica prezzi,tbl_menu,MENU,Utilità di modifica prezzi,magazzino > Anagrafica articoli > Procedure di supporto,
menu:magazzino > Anagrafica articoli > Procedure di supporto > Utilità di valorizzazione prz. costo da produzione,tbl_menu,MENU,Utilità di valorizzazione prz. costo da produzione,magazzino > Anagrafica articoli > Procedure di supporto,
menu:magazzino > Anagrafica articoli > Stampa articoli sottoscorta,tbl_menu,MENU,Stampa articoli sottoscorta,magazzino > Anagrafica articoli,
menu:magazzino > Anagrafica articoli > Stampa etichette per articolo,tbl_menu,MENU,Stampa etichette per articolo,magazzino > Anagrafica articoli,
menu:magazzino > Controllo e gestione del magazzino > Analisi costi di produzione,tbl_menu,MENU,Analisi costi di produzione,magazzino > Controllo e gestione del magazzino,
menu:magazzino > Controllo e gestione del magazzino > Controllo e gestione del magazzino,tbl_menu,MENU,Controllo e gestione del magazzino,magazzino > Controllo e gestione del magazzino,
menu:magazzino > Controllo e gestione del magazzino > Controllo materiale entrato fornitori,tbl_menu,MENU,Controllo materiale entrato fornitori,magazzino > Controllo e gestione del magazzino,
menu:magazzino > Controllo e gestione del magazzino > Situazione riepilogata giacenze con disp. teorica,tbl_menu,MENU,Situazione riepilogata giacenze con disp. teorica,magazzino > Controllo e gestione del magazzino,
menu:magazzino > Controllo e gestione del magazzino > Slow moving del magazzino > Statistica per prodotti in ritardo di consegna,tbl_menu,MENU,Statistica per prodotti in ritardo di consegna,magazzino > Controllo e gestione del magazzino > Slow moving del magazzino,
menu:magazzino > Controllo e gestione del magazzino > Slow moving del magazzino > Statistica per slow moving,tbl_menu,MENU,Statistica per slow moving,magazzino > Controllo e gestione del magazzino > Slow moving del magazzino,
menu:magazzino > Inventario di magazzino > Conferma,tbl_menu,MENU,Conferma,magazzino > Inventario di magazzino,
menu:magazzino > Inventario di magazzino > Consultazione,tbl_menu,MENU,Consultazione,magazzino > Inventario di magazzino,
menu:magazzino > Inventario di magazzino > Inserimento,tbl_menu,MENU,Inserimento,magazzino > Inventario di magazzino,
menu:magazzino > Magazzino a locazioni > Configuratore locazioni predefinite,tbl_menu,MENU,Configuratore locazioni predefinite,magazzino > Magazzino a locazioni,
menu:magazzino > Magazzino a locazioni > Generazione struttura magazzino logistico,tbl_menu,MENU,Generazione struttura magazzino logistico,magazzino > Magazzino a locazioni,
menu:magazzino > Magazzino a locazioni > Gestione grafica magazzino logistico,tbl_menu,MENU,Gestione grafica magazzino logistico,magazzino > Magazzino a locazioni,
menu:magazzino > Magazzino a locazioni > Gestione struttura magazzino logistico,tbl_menu,MENU,Gestione struttura magazzino logistico,magazzino > Magazzino a locazioni,
menu:magazzino > Magazzino a locazioni > Spostamento giacenze tra magazzini interni,tbl_menu,MENU,Spostamento giacenze tra magazzini interni,magazzino > Magazzino a locazioni,
menu:magazzino > Magazzino cartelle sanitarie > Anagrafica delle matricole,tbl_menu,MENU,Anagrafica delle matricole,magazzino > Magazzino cartelle sanitarie,
menu:magazzino > Magazzino cartelle sanitarie > Annulla cartella,tbl_menu,MENU,Annulla cartella,magazzino > Magazzino cartelle sanitarie,
menu:magazzino > Magazzino cartelle sanitarie > Carico/scarico magazzino a locazioni,tbl_menu,MENU,Carico/scarico magazzino a locazioni,magazzino > Magazzino cartelle sanitarie,
menu:magazzino > Magazzino cartelle sanitarie > Crea file in formato dos,tbl_menu,MENU,Crea file in formato dos,magazzino > Magazzino cartelle sanitarie,
menu:magazzino > Magazzino cartelle sanitarie > Gestione parametri > Centri di costo,tbl_menu,MENU,Centri di costo,magazzino > Magazzino cartelle sanitarie > Gestione parametri,
menu:magazzino > Magazzino cartelle sanitarie > Gestione parametri > Tipi documento,tbl_menu,MENU,Tipi documento,magazzino > Magazzino cartelle sanitarie > Gestione parametri,
menu:magazzino > Magazzino cartelle sanitarie > Registrazione cartella,tbl_menu,MENU,Registrazione cartella,magazzino > Magazzino cartelle sanitarie,
menu:magazzino > Magazzino cartelle sanitarie > Ricerca cartella,tbl_menu,MENU,Ricerca cartella,magazzino > Magazzino cartelle sanitarie,
menu:magazzino > Magazzino cartelle sanitarie > Sfoltimento cartelle,tbl_menu,MENU,Sfoltimento cartelle,magazzino > Magazzino cartelle sanitarie,
menu:magazzino > Magazzino documenti cartacei > Annulla scheda,tbl_menu,MENU,Annulla scheda,magazzino > Magazzino documenti cartacei,
menu:magazzino > Magazzino documenti cartacei > Carico/scarico magazzino a locazioni,tbl_menu,MENU,Carico/scarico magazzino a locazioni,magazzino > Magazzino documenti cartacei,
menu:magazzino > Magazzino documenti cartacei > Crea file in formato dos,tbl_menu,MENU,Crea file in formato dos,magazzino > Magazzino documenti cartacei,
menu:magazzino > Magazzino documenti cartacei > Gestione parametri > Centri di costo,tbl_menu,MENU,Centri di costo,magazzino > Magazzino documenti cartacei > Gestione parametri,
menu:magazzino > Magazzino documenti cartacei > Gestione parametri > Tipi documento,tbl_menu,MENU,Tipi documento,magazzino > Magazzino documenti cartacei > Gestione parametri,
menu:magazzino > Magazzino documenti cartacei > Registrazione scheda,tbl_menu,MENU,Registrazione scheda,magazzino > Magazzino documenti cartacei,
menu:magazzino > Magazzino documenti cartacei > Ricerca scheda,tbl_menu,MENU,Ricerca scheda,magazzino > Magazzino documenti cartacei,
menu:magazzino > Magazzino documenti cartacei > Sfoltimento schede,tbl_menu,MENU,Sfoltimento schede,magazzino > Magazzino documenti cartacei,
menu:magazzino > Movimenti di magazzino > Carichi / scarichi > Carichi/scarichi da distinta base > Carico componenti della distinta base con caric,tbl_menu,MENU,Carico componenti della distinta base con caric,magazzino > Movimenti di magazzino > Carichi / scarichi > Carichi/scarichi da distinta base,
menu:magazzino > Movimenti di magazzino > Carichi / scarichi > Carichi/scarichi da distinta base > Carico componenti della distinta base senza caric,tbl_menu,MENU,Carico componenti della distinta base senza caric,magazzino > Movimenti di magazzino > Carichi / scarichi > Carichi/scarichi da distinta base,
menu:magazzino > Movimenti di magazzino > Carichi / scarichi > Carichi/scarichi da distinta base > Scarico componenti della distinta base con caric,tbl_menu,MENU,Scarico componenti della distinta base con caric,magazzino > Movimenti di magazzino > Carichi / scarichi > Carichi/scarichi da distinta base,
menu:magazzino > Movimenti di magazzino > Carichi / scarichi > Carichi/scarichi da distinta base > Scarico componenti della distinta base senza caric,tbl_menu,MENU,Scarico componenti della distinta base senza caric,magazzino > Movimenti di magazzino > Carichi / scarichi > Carichi/scarichi da distinta base,
menu:magazzino > Movimenti di magazzino > Carichi / scarichi > Carichi/scarichi magazzino,tbl_menu,MENU,Carichi/scarichi magazzino,magazzino > Movimenti di magazzino > Carichi / scarichi,
menu:magazzino > Movimenti di magazzino > Carichi / scarichi > Carico/scarico componenti distinta base,tbl_menu,MENU,Carico/scarico componenti distinta base,magazzino > Movimenti di magazzino > Carichi / scarichi,
menu:magazzino > Movimenti di magazzino > Gestione stampe di magazzino con taglia/colore > Stampa dei movimenti per taglia e colori,tbl_menu,MENU,Stampa dei movimenti per taglia e colori,magazzino > Movimenti di magazzino > Gestione stampe di magazzino con taglia/colore,
menu:magazzino > Movimenti di magazzino > Gestione stampe di magazzino con taglia/colore > Stampa delle giacenze per taglia e colore,tbl_menu,MENU,Stampa delle giacenze per taglia e colore,magazzino > Movimenti di magazzino > Gestione stampe di magazzino con taglia/colore,
menu:magazzino > Movimenti di magazzino > Interrogazioni di magazzino > Interrogazioni di magazzino,tbl_menu,MENU,Interrogazioni di magazzino,magazzino > Movimenti di magazzino > Interrogazioni di magazzino,
menu:magazzino > Movimenti di magazzino > Interrogazioni di magazzino > Interrogazioni impegnato di magazzino,tbl_menu,MENU,Interrogazioni impegnato di magazzino,magazzino > Movimenti di magazzino > Interrogazioni di magazzino,
menu:magazzino > Movimenti di magazzino > Interrogazioni di magazzino > Visualizza disponibilità,tbl_menu,MENU,Visualizza disponibilità,magazzino > Movimenti di magazzino > Interrogazioni di magazzino,
menu:magazzino > Movimenti di magazzino > Magazzino fiscale a costi specifici > Giornale di magazzino,tbl_menu,MENU,Giornale di magazzino,magazzino > Movimenti di magazzino > Magazzino fiscale a costi specifici,
menu:magazzino > Movimenti di magazzino > Magazzino fiscale a costi specifici > Scheda di magazzino,tbl_menu,MENU,Scheda di magazzino,magazzino > Movimenti di magazzino > Magazzino fiscale a costi specifici,
"menu:magazzino > Movimenti di magazzino > Movimenti dei magazzini di produzione > Analisi saldo magazzino m.p. , s.l.  e  p.f.",tbl_menu,MENU,"Analisi saldo magazzino m.p. , s.l.  e  p.f.",magazzino > Movimenti di magazzino > Movimenti dei magazzini di produzione,
menu:magazzino > Movimenti di magazzino > Movimenti dei magazzini di produzione > Ristampa etichette articoli in giacenza,tbl_menu,MENU,Ristampa etichette articoli in giacenza,magazzino > Movimenti di magazzino > Movimenti dei magazzini di produzione,
menu:magazzino > Movimenti di magazzino > Movimenti dei magazzini di produzione > Spostamento giacenze tra magazzini interni,tbl_menu,MENU,Spostamento giacenze tra magazzini interni,magazzino > Movimenti di magazzino > Movimenti dei magazzini di produzione,
menu:magazzino > Movimenti di magazzino > Movimenti dei magazzini di produzione > Stampa prodotti sottoscorta,tbl_menu,MENU,Stampa prodotti sottoscorta,magazzino > Movimenti di magazzino > Movimenti dei magazzini di produzione,
menu:magazzino > Movimenti di magazzino > Movimenti dei magazzini di produzione > Verifica bobine di spalmato da ribobinare,tbl_menu,MENU,Verifica bobine di spalmato da ribobinare,magazzino > Movimenti di magazzino > Movimenti dei magazzini di produzione,
menu:magazzino > Movimenti di magazzino > Scarico prodotti / vendita al banco,tbl_menu,MENU,Scarico prodotti / vendita al banco,magazzino > Movimenti di magazzino,
menu:magazzino > Movimenti di magazzino > Situazione giacenze di magazzino,tbl_menu,MENU,Situazione giacenze di magazzino,magazzino > Movimenti di magazzino,
menu:magazzino > Movimenti di magazzino > Situazione movimenti di magazzino,tbl_menu,MENU,Situazione movimenti di magazzino,magazzino > Movimenti di magazzino,
menu:magazzino > Movimenti di magazzino > Stampe di magazzino > Stampa dei movimenti > Elenco articoli non movimentati dalla data ...,tbl_menu,MENU,Elenco articoli non movimentati dalla data ...,magazzino > Movimenti di magazzino > Stampe di magazzino > Stampa dei movimenti,
menu:magazzino > Movimenti di magazzino > Stampe di magazzino > Stampa dei movimenti > Stampa dei movimenti di magazzino,tbl_menu,MENU,Stampa dei movimenti di magazzino,magazzino > Movimenti di magazzino > Stampe di magazzino > Stampa dei movimenti,
menu:magazzino > Movimenti di magazzino > Stampe di magazzino > Stampa dei movimenti > Stampa dei movimenti per periodo,tbl_menu,MENU,Stampa dei movimenti per periodo,magazzino > Movimenti di magazzino > Stampe di magazzino > Stampa dei movimenti,
menu:magazzino > Movimenti di magazzino > Stampe di magazzino > Stampa delle giacenze > Elenco materiali in giacenza,tbl_menu,MENU,Elenco materiali in giacenza,magazzino > Movimenti di magazzino > Stampe di magazzino > Stampa delle giacenze,
menu:magazzino > Movimenti di magazzino > Stampe di magazzino > Stampa delle giacenze > Stampa delle giacenze con impegnato e valore costo,tbl_menu,MENU,Stampa delle giacenze con impegnato e valore costo,magazzino > Movimenti di magazzino > Stampe di magazzino > Stampa delle giacenze,
menu:magazzino > Movimenti di magazzino > Stampe di magazzino > Stampa delle giacenze > Stampa delle giacenze in sofferenza,tbl_menu,MENU,Stampa delle giacenze in sofferenza,magazzino > Movimenti di magazzino > Stampe di magazzino > Stampa delle giacenze,
menu:magazzino > Movimenti di magazzino > Stampe di magazzino > Stampa delle giacenze > Stampa delle giacenze per categoria merceologica,tbl_menu,MENU,Stampa delle giacenze per categoria merceologica,magazzino > Movimenti di magazzino > Stampe di magazzino > Stampa delle giacenze,
menu:magazzino > Movimenti di magazzino > Stampe di magazzino > Stampa delle giacenze > Stampa delle giacenze per deposito,tbl_menu,MENU,Stampa delle giacenze per deposito,magazzino > Movimenti di magazzino > Stampe di magazzino > Stampa delle giacenze,
menu:magazzino > Movimenti di magazzino > Stampe di magazzino > Stampa delle giacenze > Stampa delle giacenze per linea di prodotto,tbl_menu,MENU,Stampa delle giacenze per linea di prodotto,magazzino > Movimenti di magazzino > Stampe di magazzino > Stampa delle giacenze,
menu:magazzino > Movimenti di magazzino > Stampe di magazzino > Stampa delle giacenze > Stampa delle giacenze per magazzino sede,tbl_menu,MENU,Stampa delle giacenze per magazzino sede,magazzino > Movimenti di magazzino > Stampe di magazzino > Stampa delle giacenze,
menu:magazzino > Movimenti di magazzino > Stampe di magazzino > Stampa delle giacenze > Stampa delle giacenze per periodo,tbl_menu,MENU,Stampa delle giacenze per periodo,magazzino > Movimenti di magazzino > Stampe di magazzino > Stampa delle giacenze,
menu:magazzino > Movimenti di magazzino > Stampe di magazzino > Stampa sottoscorta,tbl_menu,MENU,Stampa sottoscorta,magazzino > Movimenti di magazzino > Stampe di magazzino,
menu:magazzino > Movimenti di magazzino > Storicizza movimenti di magazzino > Storicizza movimenti di magazzino,tbl_menu,MENU,Storicizza movimenti di magazzino,magazzino > Movimenti di magazzino > Storicizza movimenti di magazzino,
menu:opzioni > Agenda telefonica > Gestione agenda,tbl_menu,MENU,Gestione agenda,opzioni > Agenda telefonica,
menu:opzioni > Configurazione > Configurazione tabella società,tbl_menu,MENU,Configurazione tabella società,opzioni > Configurazione,
menu:opzioni > Configurazione > Creazione script sql per aggiornamento multi-dbase,tbl_menu,MENU,Creazione script sql per aggiornamento multi-dbase,opzioni > Configurazione,
menu:opzioni > Configurazione > Gestione carica/scarica tabelle,tbl_menu,MENU,Gestione carica/scarica tabelle,opzioni > Configurazione,
menu:opzioni > Configurazione > Gestione collegamenti ftp,tbl_menu,MENU,Gestione collegamenti ftp,opzioni > Configurazione,
menu:opzioni > Configurazione > Gestione form personalizzati,tbl_menu,MENU,Gestione form personalizzati,opzioni > Configurazione,
menu:opzioni > Configurazione > Gestione tabella dei menù,tbl_menu,MENU,Gestione tabella dei menù,opzioni > Configurazione,
menu:opzioni > Conversioni > Conversione archivi,tbl_menu,MENU,Conversione archivi,opzioni > Conversioni,
menu:opzioni > Conversioni > Conversione archivi applicazione Arca,tbl_menu,MENU,Conversione archivi applicazione Arca,opzioni > Conversioni,
menu:opzioni > Conversioni > Conversione archivi applicazione Assolo Eurocont,tbl_menu,MENU,Conversione archivi applicazione Assolo Eurocont,opzioni > Conversioni,
menu:opzioni > Conversioni > Conversione archivi as400,tbl_menu,MENU,Conversione archivi as400,opzioni > Conversioni,
menu:opzioni > Conversioni > Conversione archivi da applicazione Onda,tbl_menu,MENU,Conversione archivi da applicazione Onda,opzioni > Conversioni,
menu:opzioni > Conversioni > Conversione archivi da applicazioni zucchetti,tbl_menu,MENU,Conversione archivi da applicazioni zucchetti,opzioni > Conversioni,
menu:opzioni > Conversioni > Conversione archivi dbf viewer,tbl_menu,MENU,Conversione archivi dbf viewer,opzioni > Conversioni,
menu:opzioni > Conversioni > Conversione archivi settore medicale,tbl_menu,MENU,Conversione archivi settore medicale,opzioni > Conversioni,
menu:opzioni > Conversioni > Conversione archivi studi professionali,tbl_menu,MENU,Conversione archivi studi professionali,opzioni > Conversioni,
menu:opzioni > Conversioni > Conversione dati dbf -> sql con selezione anno,tbl_menu,MENU,Conversione dati dbf -> sql con selezione anno,opzioni > Conversioni,
menu:opzioni > Conversioni > Startup sede centrale,tbl_menu,MENU,Startup sede centrale,opzioni > Conversioni,
menu:opzioni > Documenti > Gestione documenti > Inserimento descrizione in lingua,tbl_menu,MENU,Inserimento descrizione in lingua,opzioni > Documenti > Gestione documenti,
menu:opzioni > Documenti > Gestione documenti > Inserimento testi standard,tbl_menu,MENU,Inserimento testi standard,opzioni > Documenti > Gestione documenti,
menu:opzioni > Documenti > Gestione legami tra documenti > Annullo documenti legati,tbl_menu,MENU,Annullo documenti legati,opzioni > Documenti > Gestione legami tra documenti,
menu:opzioni > Documenti > Gestione legami tra documenti > Gestione documenti legati,tbl_menu,MENU,Gestione documenti legati,opzioni > Documenti > Gestione legami tra documenti,
menu:opzioni > Documenti > Gestione legami tra documenti > Ricerche documenti legati,tbl_menu,MENU,Ricerche documenti legati,opzioni > Documenti > Gestione legami tra documenti,
menu:opzioni > Documenti > Gestione report > Gestione report personalizzati,tbl_menu,MENU,Gestione report personalizzati,opzioni > Documenti > Gestione report,
menu:opzioni > Documenti > Gestione report > Gestione stampanti,tbl_menu,MENU,Gestione stampanti,opzioni > Documenti > Gestione report,
menu:opzioni > Documenti > Gestione report > Impostazioni report di stampa,tbl_menu,MENU,Impostazioni report di stampa,opzioni > Documenti > Gestione report,
menu:opzioni > Documenti > Gestione report > Modifica report,tbl_menu,MENU,Modifica report,opzioni > Documenti > Gestione report,
menu:opzioni > Menù/Procedure > Analisi archivi,tbl_menu,MENU,Analisi archivi,opzioni > Menù/Procedure,
menu:opzioni > Menù/Procedure > Black box > Configurazione black box,tbl_menu,MENU,Configurazione black box,opzioni > Menù/Procedure > Black box,
menu:opzioni > Menù/Procedure > Black box > Statistica black box,tbl_menu,MENU,Statistica black box,opzioni > Menù/Procedure > Black box,
menu:opzioni > Menù/Procedure > Monitoraggio procedure,tbl_menu,MENU,Monitoraggio procedure,opzioni > Menù/Procedure,
menu:opzioni > Menù/Procedure > Monitoraggio rete,tbl_menu,MENU,Monitoraggio rete,opzioni > Menù/Procedure,
menu:opzioni > Utenti > Autorizzazione all'uso della licenza aquarius,tbl_menu,MENU,Autorizzazione all'uso della licenza aquarius,opzioni > Utenti,
menu:opzioni > Utenti > Configura utenti > Configura utenti per inibizione prezzi su di.ba.,tbl_menu,MENU,Configura utenti per inibizione prezzi su di.ba.,opzioni > Utenti > Configura utenti,
menu:opzioni > Utenti > Configura utenti > Configurazione utenti per visualizzazione messaggi,tbl_menu,MENU,Configurazione utenti per visualizzazione messaggi,opzioni > Utenti > Configura utenti,
menu:opzioni > Utenti > Definizione ruoli aziendali,tbl_menu,MENU,Definizione ruoli aziendali,opzioni > Utenti,
menu:opzioni > Utenti > Gestione client aquarius > Blocco client manuale per manutenzione,tbl_menu,MENU,Blocco client manuale per manutenzione,opzioni > Utenti > Gestione client aquarius,
menu:opzioni > Utenti > Gestione utenti,tbl_menu,MENU,Gestione utenti,opzioni > Utenti,
menu:opzioni > Utilità,tbl_menu,MENU,Utilità,opzioni,
menu:parametri > Gestione parametri > Definizione dati azienda,tbl_menu,MENU,Definizione dati azienda,parametri > Gestione parametri,
menu:parametri > Gestione parametri > Parametri del sistema,tbl_menu,MENU,Parametri del sistema,parametri > Gestione parametri,
menu:parametri > Gestione parametri > Tipi operazioni,tbl_menu,MENU,Tipi operazioni,parametri > Gestione parametri,
menu:parametri > Gestione parametri > Trasferimento parametri tra databases,tbl_menu,MENU,Trasferimento parametri tra databases,parametri > Gestione parametri,
menu:produzione > Cicli di lavoro > Aggiornamento ciclo,tbl_menu,MENU,Aggiornamento ciclo,produzione > Cicli di lavoro,
menu:produzione > Cicli di lavoro > Annulla ciclo,tbl_menu,MENU,Annulla ciclo,produzione > Cicli di lavoro,
menu:produzione > Cicli di lavoro > Duplica ciclo,tbl_menu,MENU,Duplica ciclo,produzione > Cicli di lavoro,
menu:produzione > Controllo qualità > Controllo qualità film protettivi > Analisi sui prodotti della concorrenza,tbl_menu,MENU,Analisi sui prodotti della concorrenza,produzione > Controllo qualità > Controllo qualità film protettivi,
menu:produzione > Controllo qualità > Controllo qualità film protettivi > Difformità del peso delle bobine caricate da forn.,tbl_menu,MENU,Difformità del peso delle bobine caricate da forn.,produzione > Controllo qualità > Controllo qualità film protettivi,
menu:produzione > Controllo qualità > Controllo qualità film protettivi > Gestione certificati di conformità,tbl_menu,MENU,Gestione certificati di conformità,produzione > Controllo qualità > Controllo qualità film protettivi,
menu:produzione > Controllo qualità > Controllo qualità film protettivi > Risposta al commerciale in rif. alle campionature,tbl_menu,MENU,Risposta al commerciale in rif. alle campionature,produzione > Controllo qualità > Controllo qualità film protettivi,
menu:produzione > Controllo qualità > Controllo qualità film protettivi > Stato avanzamento ordini prodotti,tbl_menu,MENU,Stato avanzamento ordini prodotti,produzione > Controllo qualità > Controllo qualità film protettivi,
menu:produzione > Controllo qualità > Controllo qualità film protettivi > Tracciabilità produzione,tbl_menu,MENU,Tracciabilità produzione,produzione > Controllo qualità > Controllo qualità film protettivi,
menu:produzione > Controllo qualità > Controllo qualità prodotti in legno > Analisi sulle materie prime acquistate,tbl_menu,MENU,Analisi sulle materie prime acquistate,produzione > Controllo qualità > Controllo qualità prodotti in legno,
menu:produzione > Controllo qualità > Controllo qualità prodotti in legno > Elenco delle analisi eseguite sulle m.p.,tbl_menu,MENU,Elenco delle analisi eseguite sulle m.p.,produzione > Controllo qualità > Controllo qualità prodotti in legno,
menu:produzione > Distinte base > Aggiornamento distinta base,tbl_menu,MENU,Aggiornamento distinta base,produzione > Distinte base,
menu:produzione > Distinte base > Annulla distinta base,tbl_menu,MENU,Annulla distinta base,produzione > Distinte base,
menu:produzione > Distinte base > Configuratore di.ba.,tbl_menu,MENU,Configuratore di.ba.,produzione > Distinte base,
menu:produzione > Distinte base > Dove è usato,tbl_menu,MENU,Dove è usato,produzione > Distinte base,
menu:produzione > Distinte base > Duplica distinta base,tbl_menu,MENU,Duplica distinta base,produzione > Distinte base,
menu:produzione > Distinte base > Elenco con esplosione,tbl_menu,MENU,Elenco con esplosione,produzione > Distinte base,
menu:produzione > Distinte base > Eliminazione e sostituzione massiva componenti,tbl_menu,MENU,Eliminazione e sostituzione massiva componenti,produzione > Distinte base,
menu:produzione > Distinte base > Esplosione della distinta base,tbl_menu,MENU,Esplosione della distinta base,produzione > Distinte base,
menu:produzione > Distinte base > Inserimento massivo componenti,tbl_menu,MENU,Inserimento massivo componenti,produzione > Distinte base,
menu:produzione > Produzione bombole ossigeno e altri gas > Gestione collaudo,tbl_menu,MENU,Gestione collaudo,produzione > Produzione bombole ossigeno e altri gas,
menu:produzione > Produzione bombole ossigeno e altri gas > Gestione piani di trasporto > Annullo piani di trasporto,tbl_menu,MENU,Annullo piani di trasporto,produzione > Produzione bombole ossigeno e altri gas > Gestione piani di trasporto,
