object_id,file,object_type,name,description,new_location
form:menu_prvcli,form/menu_prvcli.scx,FORM,menu_prvcli,Gestione provvigioni personalizzate per gli agenti/clienti,
form:menu_prvclist,form/menu_prvclist.scx,FORM,menu_prvclist,Elenco agenti del capo area,
form:menu_prvcrea,form/menu_prvcrea.scx,FORM,menu_prvcrea,Creazione archivio provvigionale,
form:menu_prvd000,form/menu_prvd000.scx,FORM,menu_prvd000,Aggiornamento anagrafica provvigionale,
form:menu_prvdcrea,form/menu_prvdcrea.scx,FORM,menu_prvdcrea,Creazione archivio provvigionale da dettagli fatture,
form:menu_prvdfat,form/menu_prvdfat.scx,FORM,menu_prvdfat,Modifica percentuali provvigione presenti nei dettagli delle fatture,
form:menu_prvdperc,form/menu_prvdperc.scx,FORM,menu_prvdperc,Modifica percentuali provvigione,
form:menu_prvdsta,form/menu_prvdsta.scx,FORM,menu_prvdsta,Stampa provvigioni agente,
form:menu_prvdsta1,form/menu_prvdsta1.scx,FORM,menu_prvdsta1,Stampa provvigioni  ragruppate per numero fattura,
form:menu_prvdstac,form/menu_prvdstac.scx,FORM,menu_prvdstac,Stampa provvigioni per capo area,
form:menu_prvimpot,form/menu_prvimpot.scx,FORM,menu_prvimpot,Liquida provvigioni agente per importi fattura,
form:menu_prvperc,form/menu_prvperc.scx,FORM,menu_prvperc,Liquida provvigioni agente,
form:menu_prvsta,form/menu_prvsta.scx,FORM,menu_prvsta,Stampa provvigioni agente,
form:menu_quo_am_canc,form/menu_quo_am_canc.scx,FORM,menu_quo_am_canc,Cancellazione quote di ammortamento,
form:menu_quo_am_coge,form/menu_quo_am_coge.scx,FORM,menu_quo_am_coge,Sblocca/blocca trasferimento quote di ammortamento in contabilità generale,
form:menu_quo_am_gen,form/menu_quo_am_gen.scx,FORM,menu_quo_am_gen,Generazione quote di ammortamento,
form:menu_quo_am_simu,form/menu_quo_am_simu.scx,FORM,menu_quo_am_simu,Simulazione quote di ammortamento,
form:menu_raa000,form/menu_raa000.scx,FORM,menu_raa000,Compensi dell'amministratore,
form:menu_raaeli,form/menu_raaeli.scx,FORM,menu_raaeli,Annulla compensi Amministratore per periodo,
form:menu_raaestc,form/menu_raaestc.scx,FORM,menu_raaestc,Estratto conto per Amministratore,
form:menu_raaestp,form/menu_raaestp.scx,FORM,menu_raaestp,Estratto conto per Amministratore in base alla data di pagamento,
form:menu_raairpef,form/menu_raairpef.scx,FORM,menu_raairpef,Elenchi per codice di versamento IRPEF,
form:menu_raannu,form/menu_raannu.scx,FORM,menu_raannu,Annullo Compensi Amministratore,
form:menu_raapag,form/menu_raapag.scx,FORM,menu_raapag,Pagamento fatture amministratore,
form:menu_raasta,form/menu_raasta.scx,FORM,menu_raasta,Statistica compensi amministratori,
form:menu_raatfc,form/menu_raatfc.scx,FORM,menu_raatfc,Trasferimento fatture amministratore in contabilità generale,
form:menu_raatfp,form/menu_raatfp.scx,FORM,menu_raatfp,Trasferimento fatture amministratore pagate in Co.Ge.,
form:menu_raggbil,form/menu_raggbil.scx,FORM,menu_raggbil,Raggruppamento controllo di gestione,
form:menu_raggbil2,form/menu_raggbil2.scx,FORM,menu_raggbil2,Raggruppamento bilancio su 24 ore,
form:menu_rapstam,form/menu_rapstam.scx,FORM,menu_rapstam,Stampa archivio R.A.P.,
form:menu_rdaannu,form/menu_rdaannu.scx,FORM,menu_rdaannu,Annullo Richieste di acquisto con selezione,
form:menu_rdaelen,form/menu_rdaelen.scx,FORM,menu_rdaelen,Tracciabilità Richieste di acquisto,
form:menu_rdasblock,form/menu_rdasblock.scx,FORM,menu_rdasblock,Sblocco flag di creazione Ordine per Richieste di acquisto,
form:menu_rdatoorf,form/menu_rdatoorf.scx,FORM,menu_rdatoorf,Creazione ordini a fornitore da richieste di acquisto,
form:menu_rdc000,form/menu_rdc000.scx,FORM,menu_rdc000,Documenti di trasporto : resi da clenti,
form:menu_rdcannu,form/menu_rdcannu.scx,FORM,menu_rdcannu,Annullo documenti di reso da clienti,
form:menu_red001,form/menu_red001.scx,FORM,menu_red001,Calcolo redditività PDV,
form:menu_reg_cesp_bol,form/menu_reg_cesp_bol.scx,FORM,menu_reg_cesp_bol,Bollato registro cespiti,
form:menu_regioni,form/menu_regioni.scx,FORM,menu_regioni,Anagrafica regioni,
form:menu_registrazioni_contabili,form/menu_registrazioni_contabili.scx,FORM,menu_registrazioni_contabili,Gestione registrazioni contabili,/contabilita/primanota
form:menu_resannu,form/menu_resannu.scx,FORM,menu_resannu,Annullo documenti di trasporto di reso a fornitore,
form:menu_reselend,form/menu_reselend.scx,FORM,menu_reselend,Stampa elenco bolle di reso,
form:menu_reseli,form/menu_reseli.scx,FORM,menu_reseli,Annulla ddt di reso a fornitore per periodo,
form:menu_resmenu,form/menu_resmenu.scx,FORM,menu_resmenu,Restrizione menu per i singoli operatori,
form:menu_retoncr_multi,form/menu_retoncr_multi.scx,FORM,menu_retoncr_multi,Crea una nota di accredito da uno o più documenti di reso,
form:menu_rettif,form/menu_rettif.scx,FORM,menu_rettif,Rettifiche per Budget,
form:menu_ria000,form/menu_ria000.scx,FORM,menu_ria000,Fatture fornitore con r.a.,
form:menu_ria000_xml,form/menu_ria000_xml.scx,FORM,menu_ria000_xml,,
form:menu_riaeli,form/menu_riaeli.scx,FORM,menu_riaeli,Annulla fatture fornitore per periodo,
form:menu_riaestc,form/menu_riaestc.scx,FORM,menu_riaestc,Estratto conto per professionista,
form:menu_riaestp,form/menu_riaestp.scx,FORM,menu_riaestp,Estratto conto per professionista in base alla data di pagamento,
form:menu_riairpef,form/menu_riairpef.scx,FORM,menu_riairpef,Elenchi per codice di versamento IRPEF,
form:menu_riannu,form/menu_riannu.scx,FORM,menu_riannu,Annullo fatture r.a. del fornitore,
form:menu_riapag,form/menu_riapag.scx,FORM,menu_riapag,Pagamento fatture fornitori con ritenuta acconto,
form:menu_riarct,form/menu_riarct.scx,FORM,menu_riarct,Trasferimento ritenute acconto in contabilità generale,
form:menu_riasta,form/menu_riasta.scx,FORM,menu_riasta,Statistica fatture fornitori con ricevute d' acconto,
form:menu_riatfc,form/menu_riatfc.scx,FORM,menu_riatfc,Trasferimento fatture R.A. fornitore in contabilità generale,
form:menu_riavers,form/menu_riavers.scx,FORM,menu_riavers,Attribuzione data di versamento a fronte di fatture R.A. pagate,
form:menu_riba000,form/menu_riba000.scx,FORM,menu_riba000,Gestione ricevute bancarie,
form:menu_ribanew,form/menu_ribanew.scx,FORM,menu_ribanew,Analisi fatturato contro ricevuta bancaria,
form:menu_ribascad,form/menu_ribascad.scx,FORM,menu_ribascad,Stampa ricevute bancarie per banca/data scadenza,
form:menu_ribm000,form/menu_ribm000.scx,FORM,menu_ribm000,Gestione ricevute bancarie manuali - Tratte/cambiali,
form:menu_ricacli,form/menu_ricacli.scx,FORM,menu_ricacli,Ricarico clienti,
form:menu_ricdetfa,form/menu_ricdetfa.scx,FORM,menu_ricdetfa,Stampa distinte ricevute bancarie emesse,
form:menu_ricexcel,form/menu_ricexcel.scx,FORM,menu_ricexcel,Estrazione dati  e creazione  foglio excel,
form:menu_richieste_interventi,form/menu_richieste_interventi.scx,FORM,menu_richieste_interventi,Richieste interventi,
form:menu_richmp,form/menu_richmp.scx,FORM,menu_richmp,Controllo qualità delle materie prime acquistate,
form:menu_ricintannu,form/menu_ricintannu.scx,FORM,menu_ricintannu,Elimina richieste interventi chiuse,
form:menu_riconai,form/menu_riconai.scx,FORM,menu_riconai,Riepilogo contributo ambientale CONAI,
form:menu_ricprog,form/menu_ricprog.scx,FORM,menu_ricprog,Analisi fatturato riba,
form:menu_ricsflag,form/menu_ricsflag.scx,FORM,menu_ricsflag,Ripristino fatture per rielaborazione RIBA,
form:menu_rid000,form/menu_rid000.scx,FORM,menu_rid000,Parametri della banca per la creazione automatica dischetti,
form:menu_riddiske,form/menu_riddiske.scx,FORM,menu_riddiske,Elenco disposizioni ri.ba x banca,
form:menu_riddiskf,form/menu_riddiskf.scx,FORM,menu_riddiskf,Stampa fisica delle ricevute bancarie trasferite,
form:menu_riddkt,form/menu_riddkt.scx,FORM,menu_riddkt,Creazione disposizione riba,
form:menu_rifannu,form/menu_rifannu.scx,FORM,menu_rifannu,,
form:menu_rimannu,form/menu_rimannu.scx,FORM,menu_rimannu,Annullo ricevute bancarie manuali,
form:menu_rimbspe,form/menu_rimbspe.scx,FORM,menu_rimbspe,Gestione rimborso spese risorse e foglio presenze,
form:menu_rimbspesta,form/menu_rimbspesta.scx,FORM,menu_rimbspesta,Stampa del rimborso spese,
form:menu_riorforn,form/menu_riorforn.scx,FORM,menu_riorforn,Riordino al fornitore riepilogato per mese,
form:menu_riorforn_sint,form/menu_riorforn_sint.scx,FORM,menu_riorforn_sint,Riordino al fornitore generale,
form:menu_riprog_ord,form/menu_riprog_ord.scx,FORM,menu_riprog_ord,Riprogrammazione consegne ordini clienti,
form:menu_riprog_orf,form/menu_riprog_orf.scx,FORM,menu_riprog_orf,Riprogrammazione scadenze di consegna e dati vari per ordini fornitori,
form:menu_rischioc,form/menu_rischioc.scx,FORM,menu_rischioc,Report per la gestione del rischio cliente,
form:menu_riscli,form/menu_riscli.scx,FORM,menu_riscli,Analisi del rischio clienti,
form:menu_risorse_copy,form/menu_risorse_copy.scx,FORM,menu_risorse_copy,Importazione/esportazione dati per gestione risorse tra databases,
form:menu_rispack1,form/menu_rispack1.scx,FORM,menu_rispack1,Ristampa Packing list,
form:menu_ristampa_doc,form/menu_ristampa_doc.scx,FORM,menu_ristampa_doc,Ristampa documenti,DocumentArchiveDao#search/#count (identificatori da enum DocumentType; join PARA 'TOP'+ORD_CAUS e 'AGE'+ORD_AGE come il legacy); dto/documenti/DocumentType (9 tipi verificati: ORD/OFF/ORF/BOL/BFO/RDC/FAP/FAT/INR); template documenti/list.html (8 colonne consultazione); template documenti/list.html + documenti/detail.html; endpoint GET /documenti
form:menu_risumana000,form/menu_risumana000.scx,FORM,menu_risumana000,Gestione anagrafica risorse umane,
form:menu_risumanaannu,form/menu_risumanaannu.scx,FORM,menu_risumanaannu,Annullo risorsa umana con selezione,
form:menu_ritardi_cons,form/menu_ritardi_cons.scx,FORM,menu_ritardi_cons,Statistica per ritardi di consegna DDT / Ordini,
form:menu_ritiri,form/menu_ritiri.scx,FORM,menu_ritiri,Elenco clienti che non hanno acquistato dal ....,
form:menu_rstabpre,form/menu_rstabpre.scx,FORM,menu_rstabpre,Ristampa ricevute per banca presentazione,
form:menu_saldipdv2,form/menu_saldipdv2.scx,FORM,menu_saldipdv2,Situazione incassi dei punti di vendita                                                                                                                             Valuta in Euro (),
form:menu_saldoc,form/menu_saldoc.scx,FORM,menu_saldoc,Visualizzazione saldi contabili,/contabilita/storico
form:menu_saldocc,form/menu_saldocc.scx,FORM,menu_saldocc,Visualizzazione saldi contabili per centro di costo,
form:menu_salesforce_sync,form/menu_salesforce_sync.scx,FORM,menu_salesforce_sync,Sincronizzazione dati con salesforce,
form:menu_sbloccint,form/menu_sbloccint.scx,FORM,menu_sbloccint,Blocca/sblocca testata interventi con tutte le sue righe,
form:menu_sblosch,form/menu_sblosch.scx,FORM,menu_sblosch,Sblocco delle Stampe Schede Clienti,
form:menu_scad000,form/menu_scad000.scx,FORM,menu_scad000,,
form:menu_scadenz,form/menu_scadenz.scx,FORM,menu_scadenz,Scadenziario clienti/fornitori,
form:menu_scadenziario_online,form/menu_scadenziario_online.scx,FORM,menu_scadenziario_online,,
form:menu_scaricamaga,form/menu_scaricamaga.scx,FORM,menu_scaricamaga,Scarico magazzino,
form:menu_scarti_slpf,form/menu_scarti_slpf.scx,FORM,menu_scarti_slpf,Saldo magazzini con calcolo percentuali di scarto,
form:menu_scheclin,form/menu_scheclin.scx,FORM,menu_scheclin,Venduto con confronto anno precedente,
form:menu_scheda,form/menu_scheda.scx,FORM,menu_scheda,Stampa Scheda Cliente Da Archivio Scheda Clienti,
form:menu_scoannu,form/menu_scoannu.scx,FORM,menu_scoannu,Cancella gli sconti del cliente,
form:menu_scocliart,form/menu_scocliart.scx,FORM,menu_scocliart,Sconti per tipo cliente e categoria sconti articolo,
form:menu_scocme,form/menu_scocme.scx,FORM,menu_scocme,Sconti per : cliente / categoria merceologica,
form:menu_scocve000,form/menu_scocve000.scx,FORM,menu_scocve000,Sconti per cliente / canale di vendita / gruppo merceologico industriale,
form:menu_scocveann,form/menu_scocveann.scx,FORM,menu_scocveann,Annullo sconti per cliente / canale di vendita / gruppo merceologico industriale,
form:menu_scocvesta,form/menu_scocvesta.scx,FORM,menu_scocvesta,Stampa sconti per cliente / canale di vendita / gruppo merceologico industriale,
form:menu_sconti,form/menu_sconti.scx,FORM,menu_sconti,Anagrafica banche,
form:menu_scormi_sta,form/menu_scormi_sta.scx,FORM,menu_scormi_sta,Scorte minime - articoli sottoscorta,
form:menu_script,form/menu_script.scx,FORM,menu_script,Creazione script di aggiornamento multi-db,
form:menu_sds000,form/menu_sds000.scx,FORM,menu_sds000,Anagrafica schede di sicurezza/SDS,
form:menu_sdsannu,form/menu_sdsannu.scx,FORM,menu_sdsannu,Annullo schede di sicurezza/SDS,
form:menu_sdsatt,form/menu_sdsatt.scx,FORM,menu_sdsatt,Attribuzione schede di sicurezza/SDS alle anagrafiche articoli,
form:menu_sdstra,form/menu_sdstra.scx,FORM,menu_sdstra,Tracciabilità degli invii delle schede di sicurezza/SDS,
form:menu_selezasc,form/menu_selezasc.scx,FORM,menu_selezasc,,
form:menu_sitfatcf,form/menu_sitfatcf.scx,FORM,menu_sitfatcf,Situazione fatturato clienti/fornitori,
form:menu_sitfinan,form/menu_sitfinan.scx,FORM,menu_sitfinan,Situazione finanziaria clienti - fornitori,
form:menu_sitincpa,form/menu_sitincpa.scx,FORM,menu_sitincpa,Situazione incassi clienti/pagamenti fornitori,
form:menu_slowmoving,form/menu_slowmoving.scx,FORM,menu_slowmoving,Statistica per slow moving (prodotti a lenta movimentazione),
form:menu_solleciti,form/menu_solleciti.scx,FORM,menu_solleciti,Stampa lettere di sollecito ai clienti,
form:menu_sp_import_xls,form/menu_sp_import_xls.scx,FORM,menu_sp_import_xls,Importazione specifiche acquisto da file excel,
form:menu_spomat,form/menu_spomat.scx,FORM,menu_spomat,Spostamento materiale,
form:menu_staartdupl,form/menu_staartdupl.scx,FORM,menu_staartdupl,Elenco articoli inseriti più volte,
form:menu_stabpres,form/menu_stabpres.scx,FORM,menu_stabpres,Elenco ricevute per banca presentazione,
form:menu_stabud,form/menu_stabud.scx,FORM,menu_stabud,Stampa del Budget,
form:menu_stacme,form/menu_stacme.scx,FORM,menu_stacme,Stampa sconti per categoria merceologica,
form:menu_stadscad,form/menu_stadscad.scx,FORM,menu_stadscad,Elenco ricevute per data scadenza,
form:menu_stafatt,form/menu_stafatt.scx,FORM,menu_stafatt,Statistica sul fatturato per altezza/lunghezza,
form:menu_stafatt_acq,form/menu_stafatt_acq.scx,FORM,menu_stafatt_acq,Controllo fatture fornitore con ddt di consegna,
form:menu_stamass,form/menu_stamass.scx,FORM,menu_stamass,Situazione copertura al servizio di vendita presso il pdv,
form:menu_stamavvp,form/menu_stamavvp.scx,FORM,menu_stamavvp,Stampa Avvisi di pagamento,
form:menu_stamcomp,form/menu_stamcomp.scx,FORM,menu_stamcomp,Situazione sintetica mensile,
form:menu_stamdisb,form/menu_stamdisb.scx,FORM,menu_stamdisb,Stampa disposizioni bancarie,
form:menu_stamesaz,form/menu_stamesaz.scx,FORM,menu_stamesaz,Stampa estratto conto aziendale,
form:menu_stamesco,form/menu_stamesco.scx,FORM,menu_stamesco,Estratto conto collaboratore,
form:menu_stammovi,form/menu_stammovi.scx,FORM,menu_stammovi,,
form:menu_stampa_budget,form/menu_stampa_budget.scx,FORM,menu_stampa_budget,,
form:menu_stamrita,form/menu_stamrita.scx,FORM,menu_stamrita,Stampa delle Ritenute d' Acconto,
form:menu_startupsede,form/menu_startupsede.scx,FORM,menu_startupsede,Startup sede centrale,
form:menu_stat_cesp,form/menu_stat_cesp.scx,FORM,menu_stat_cesp,Visualizzazione / stampa cespiti,GET /cespiti (registro con filtri categoria/stato/ricerca) e GET /cespiti/{id} (anagrafica+quote+movimenti)
form:menu_stat_mcmq,form/menu_stat_mcmq.scx,FORM,menu_stat_mcmq,Statistica sul fatturato con confronto quantità MC / MQ,
form:menu_stat_mcmq0,form/menu_stat_mcmq0.scx,FORM,menu_stat_mcmq0,Statistica sul fatturato con confronto quantità MC / MQ per cliente/articolo,
form:menu_statacqmov1,form/menu_statacqmov1.scx,FORM,menu_statacqmov1,Statistiche sull'acquistato e venduto con quadrature,
form:menu_statbfo,form/menu_statbfo.scx,FORM,menu_statbfo,Statistica documenti di carico da fornitore,
form:menu_statcnt,form/menu_statcnt.scx,FORM,menu_statcnt,Statistica contatti,
form:menu_statcnt_praz,form/menu_statcnt_praz.scx,FORM,menu_statcnt_praz,Elenco clienti prossima azione programmata,
form:menu_statgene,form/menu_statgene.scx,FORM,menu_statgene,Statistiche varie per periodo,
form:menu_statmc,form/menu_statmc.scx,FORM,menu_statmc,Statistica sul fatturato con quantità a metri cubi,
form:menu_statmq,form/menu_statmq.scx,FORM,menu_statmq,Statistica sul fatturato con quantità a metri quadri,
form:menu_statord,form/menu_statord.scx,FORM,menu_statord,,
form:menu_stbansca,form/menu_stbansca.scx,FORM,menu_stbansca,Elenco ricevute per banca e data scadenza,
form:menu_stbicco,form/menu_stbicco.scx,FORM,menu_stbicco,,
form:menu_stbiccoseco,form/menu_stbiccoseco.scx,FORM,menu_stbiccoseco,Stampa bilancio per centro di costo a sezioni contrapposte,
form:menu_stbilan,form/menu_stbilan.scx,FORM,menu_stbilan,Stampa bilancio di verifica,/contabilita/bilancio?vista=mastri
form:menu_stbilanc,form/menu_stbilanc.scx,FORM,menu_stbilanc,Stampa bilancio di verifica civilistico,
form:menu_stbilang,form/menu_stbilang.scx,FORM,menu_stbilang,Stampa bilancio di verifica gestionale,
form:menu_stbilbri,form/menu_stbilbri.scx,FORM,menu_stbilbri,Stampa bilancio riclassificato,
form:menu_stbilcee,form/menu_stbilcee.scx,FORM,menu_stbilcee,Stampa bilancio cee,
form:menu_stbiseco,form/menu_stbiseco.scx,FORM,menu_stbiseco,Stampa bilancio a sezioni contrapposte,/contabilita/bilancio?vista=contrapposte
form:menu_stcliscm,form/menu_stcliscm.scx,FORM,menu_stcliscm,Elenco ricevute manuali per cliente e data scadenza,
form:menu_stcntdt,form/menu_stcntdt.scx,FORM,menu_stcntdt,Elenco clienti che non vengono contattati dal ...,
form:menu_storicizza_mov_mag,form/menu_storicizza_mov_mag.scx,FORM,menu_storicizza_mov_mag,Controllo e gestione magazzino: storicizza i movimenti di magazzino,
form:menu_stpag00,form/menu_stpag00.scx,FORM,menu_stpag00,Elenco pagamenti,
form:menu_stscocm,form/menu_stscocm.scx,FORM,menu_stscocm,Stampa sconti per cliente/categoria merceologica,
form:menu_tableau,form/menu_tableau.scx,FORM,menu_tableau,Tableau de bord aziendale,
form:menu_tagcolgi,form/menu_tagcolgi.scx,FORM,menu_tagcolgi,Giacenze per magazzino e linea di prodotto,
form:menu_tagcolin,form/menu_tagcolin.scx,FORM,menu_tagcolin,Situazione incassi dei punti di vendita,
form:menu_tagcolmo,form/menu_tagcolmo.scx,FORM,menu_tagcolmo,Movimenti per magazzino e linea di prodotto,
form:menu_tes000,form/menu_tes000.scx,FORM,menu_tes000,Tessera sconto fedeltà,
form:menu_tesana,form/menu_tesana.scx,FORM,menu_tesana,CONTI CORRENTI,
form:menu_tfc000,form/menu_tfc000.scx,FORM,menu_tfc000,Trasferimento fatture cliente in contabilità generale,
form:menu_tfcamm,form/menu_tfcamm.scx,FORM,menu_tfcamm,Trasferimento quote di ammortamento annuali,
form:menu_tfcea,form/menu_tfcea.scx,FORM,menu_tfcea,Trasferimento effetti attivi in contabilità generale,
form:menu_tfcinc,form/menu_tfcinc.scx,FORM,menu_tfcinc,Trasferimento incassi agenti in contabilità generale,
form:menu_tfcliq,form/menu_tfcliq.scx,FORM,menu_tfcliq,Trasferimento in cge della liquidazione iva,
form:menu_tfcpgen,form/menu_tfcpgen.scx,FORM,menu_tfcpgen,Trasferimento mandati di pagamento generici in contabilità generale,
form:menu_tfcquoteamm,form/menu_tfcquoteamm.scx,FORM,menu_tfcquoteamm,Trasferimento in contabilità generale delle quote di ammortamento,
form:menu_tfcriba,form/menu_tfcriba.scx,FORM,menu_tfcriba,Trasferimento ricevute automatiche in contabilità generale,
form:menu_tfcribm,form/menu_tfcribm.scx,FORM,menu_tfcribm,Trasferimento ricevute manuali in contabilità generale,
form:menu_timesht,form/menu_timesht.scx,FORM,menu_timesht,Gestione timesheet risorse,
form:menu_timesht_provv_sta,form/menu_timesht_provv_sta.scx,FORM,menu_timesht_provv_sta,Stampa provvigioni agenti da timesheet risorse,
form:menu_timeshtannu,form/menu_timeshtannu.scx,FORM,menu_timeshtannu,Annullo timesheet con selezione,
form:menu_timeshtsta,form/menu_timeshtsta.scx,FORM,menu_timeshtsta,Stampa del lavorato da timesheet risorse,
form:menu_tracdoc,form/menu_tracdoc.scx,FORM,menu_tracdoc,Tracciabilità documenti attivi (Preventivi -> Ordini -> Bolle -> Fatture),
form:menu_tracdoc2,form/menu_tracdoc2.scx,FORM,menu_tracdoc2,,
form:menu_tracdoc_forn,form/menu_tracdoc_forn.scx,FORM,menu_tracdoc_forn,Tracciabilità documenti passivi (Ord.fornitori -> DDT carico forn. -> Fatture fornitori),
form:menu_trasasse,form/menu_trasasse.scx,FORM,menu_trasasse,Trasferimento assegni pagati ai collaboratori in Co.Ge.,
form:menu_trasinca,form/menu_trasinca.scx,FORM,menu_trasinca,Trasferimento incassi in contabilità generale,
form:menu_traspclass,form/menu_traspclass.scx,FORM,menu_traspclass,Classifica Costi di Trasporto,
form:menu_traspclass_camp,form/menu_traspclass_camp.scx,FORM,menu_traspclass_camp,Classifica Costi di Trasporto per le campionature,
form:menu_traspcontratti,form/menu_traspcontratti.scx,FORM,menu_traspcontratti,Gestione contratti di trasporto dei vettori,
form:menu_traspcontratti_camp,form/menu_traspcontratti_camp.scx,FORM,menu_traspcontratti_camp,Gestione Contratti di Trasporto dei Vettori per le campionature,
form:menu_traspcosti,form/menu_traspcosti.scx,FORM,menu_traspcosti,Calcolo Costi di Trasporto,
form:menu_traspcosti_camp,form/menu_traspcosti_camp.scx,FORM,menu_traspcosti_camp,Calcolo Costi di Trasporto per le campionature,
form:menu_trasppesi,form/menu_trasppesi.scx,FORM,menu_trasppesi,Gestione range pesi dei vettori,
form:menu_trasriac,form/menu_trasriac.scx,FORM,menu_trasriac,Trasferimento ritenute acconto in Co.Ge.,
form:menu_trattativa_to_commessa,form/menu_trattativa_to_commessa.scx,FORM,menu_trattativa_to_commessa,Generazione commesse da trattative commerciali,
form:menu_utilarc,form/menu_utilarc.scx,FORM,menu_utilarc,Scarico/Carico tabelle sql,
form:menu_val000,form/menu_val000.scx,FORM,menu_val000,Gestione indice di cambio per valuta,
form:menu_venabcq1,form/menu_venabcq1.scx,FORM,menu_venabcq1,Abc su quantità vendute articolo / cliente,
form:menu_venabcqa,form/menu_venabcqa.scx,FORM,menu_venabcqa,Abc su quantità vendute  per articolo,
form:menu_venabcv1,form/menu_venabcv1.scx,FORM,menu_venabcv1,Abc su valori venduti,
form:menu_venacli1,form/menu_venacli1.scx,FORM,menu_venacli1,Vendite per agente/cliente/articolo,
form:menu_venage1,form/menu_venage1.scx,FORM,menu_venage1,Vendite per agente,
form:menu_venagme1,form/menu_venagme1.scx,FORM,menu_venagme1,Prezzi medi per agente,
form:menu_venart1,form/menu_venart1.scx,FORM,menu_venart1,Venduto per articolo/cliente,
form:menu_vencli1,form/menu_vencli1.scx,FORM,menu_vencli1,Venduto per cliente/articolo,
form:menu_venfor00,form/menu_venfor00.scx,FORM,menu_venfor00,Statistica ordini a fornitori,
form:menu_vengora,form/menu_vengora.scx,FORM,menu_vengora,Stampa vendite giornaliere per fascia oraria,
form:menu_venlav00,form/menu_venlav00.scx,FORM,menu_venlav00,Statistica ordini in c/lavoro,
form:menu_venlin1,form/menu_venlin1.scx,FORM,menu_venlin1,Venduto per cliente/linea,
form:menu_venlinc1,form/menu_venlinc1.scx,FORM,menu_venlinc1,Venduto per linea/cliente,
form:menu_venmed1,form/menu_venmed1.scx,FORM,menu_venmed1,Riepilogo mensile delle vendite,
form:menu_venoff00,form/menu_venoff00.scx,FORM,menu_venoff00,Situazione preventivi clienti,
form:menu_venord00,form/menu_venord00.scx,FORM,menu_venord00,Statistica  ordini clienti,
form:menu_venpro01,form/menu_venpro01.scx,FORM,menu_venpro01,Statistica proposte ordini a fornitori,
form:menu_venqtal1,form/menu_venqtal1.scx,FORM,menu_venqtal1,Vendite per linea prodotto (abc),
form:menu_vensoc1,form/menu_vensoc1.scx,FORM,menu_vensoc1,Riepilogo mensile vendite,
form:menu_venvall1,form/menu_venvall1.scx,FORM,menu_venvall1,Abc su linea,
form:menu_verbobspa,form/menu_verbobspa.scx,FORM,menu_verbobspa,Verifica bobine di spalmato da ribobinare,
form:menu_verifica_incassi,form/menu_verifica_incassi.scx,FORM,menu_verifica_incassi,,
form:menu_vettfatt,form/menu_vettfatt.scx,FORM,menu_vettfatt,Elenco fatturazione per Vettore,
form:menu_vismcda,form/menu_vismcda.scx,FORM,menu_vismcda,Gestione visione dichiarazioni di conformità in accettazione,
form:menu_vvavalu,form/menu_vvavalu.scx,FORM,menu_vvavalu,Crea valute euro  per i paesi  euro,
form:menu_vvaver,form/menu_vvaver.scx,FORM,menu_vvaver,Attribuzione automatuca dei cambi del giorno alle fatture,
form:menusta_iva,form/menusta_iva.scx,FORM,menusta_iva,,
form:menusta_prestazioni,form/menusta_prestazioni.scx,FORM,menusta_prestazioni,,
form:menusta_tariffe,form/menusta_tariffe.scx,FORM,menusta_tariffe,,
form:menusta_tecnici,form/menusta_tecnici.scx,FORM,menusta_tecnici,,
form:menusta_zone,form/menusta_zone.scx,FORM,menusta_zone,,
form:modicomp,form/modicomp.scx,FORM,modicomp,,
form:modiexcel,form/modiexcel.scx,FORM,modiexcel,,
form:modpag,form/modpag.scx,FORM,modpag,,
form:mostra_interventi_tecnici,form/mostra_interventi_tecnici.scx,FORM,mostra_interventi_tecnici,,
form:mostra_log_manutenzioni,form/mostra_log_manutenzioni.scx,FORM,mostra_log_manutenzioni,,
form:movsele,form/movsele.scx,FORM,movsele,,
form:movstori_menudate,form/movstori_menudate.scx,FORM,movstori_menudate,,
form:mut00,form/mut00.scx,FORM,mut00,,
form:offtoord_sel_dd,form/offtoord_sel_dd.scx,FORM,offtoord_sel_dd,,
form:offtoord_sel_tt,form/offtoord_sel_tt.scx,FORM,offtoord_sel_tt,,
form:ordinato_passivo_import_xls,form/ordinato_passivo_import_xls.scx,FORM,ordinato_passivo_import_xls,,
form:ordtobol_sel_dd,form/ordtobol_sel_dd.scx,FORM,ordtobol_sel_dd,,
form:ordtobol_sel_tt,form/ordtobol_sel_tt.scx,FORM,ordtobol_sel_tt,,
form:ordtoorf_det,form/ordtoorf_det.scx,FORM,ordtoorf_det,,
form:orf000_selmag,form/orf000_selmag.scx,FORM,orf000_selmag,,
form:orfcoselr,form/orfcoselr.scx,FORM,orfcoselr,,
form:orfddtselr,form/orfddtselr.scx,FORM,orfddtselr,,
form:orfposel,form/orfposel.scx,FORM,orfposel,,
form:orfposelr,form/orfposelr.scx,FORM,orfposelr,,
form:orfposelrc,form/orfposelrc.scx,FORM,orfposelrc,,
form:orfposelrm,form/orfposelrm.scx,FORM,orfposelrm,,
form:orfselprod,form/orfselprod.scx,FORM,orfselprod,,
form:org_autorizzazioni,form/org_autorizzazioni.scx,FORM,org_autorizzazioni,,
