"Table_Name","Column_Name","Data_Type","Size","Precision_Scale"
U_MAG_SA,MAG_LEGAME,varchar,10,"0/0"
U_MAG_SA,MAG_CODACQ,varchar,10,"0/0"
U_MAG_SA,MAG_DESACQ,varchar,30,"0/0"
U_MAG_SA,MAG_PRZUFF,numeric,13,"38/38"
U_MAG_SA,MAG_DATINI,varchar,10,"0/0"
U_MAG_SA,MAG_DATFIN,varchar,10,"0/0"
U_MAG_SA,MAG_SC1,numeric,9,"38/38"
U_MAG_SA,MAG_SC2,numeric,9,"38/38"
U_MAG_SA,MAG_SC3,numeric,9,"38/38"
U_MAG_SA,MAG_SC4,numeric,9,"38/38"
U_MAG_SA,MAG_SC5,numeric,9,"38/38"
U_MAG_SA,MAG_PRZSCO,numeric,13,"38/38"
U_MAG_SA,MAG_PAGAME,varchar,10,"0/0"
U_MAG_SA,MAG_NUMIDE,varchar,6,"0/0"
U_MAG_SA,MAG_CODBUN,varchar,10,"0/0"
U_MAG_SA,MAG_ANNO,varchar,4,"0/0"
U_MAG_SA,MAG_FLGTRA,bit,1,"1/0"
U_MAG_SA,MAG_UNIQUE,varchar,10,"0/0"
U_MAG_SA,MAG_NUMCAM,varchar,6,"0/0"
U_MAG_SA,MAG_DATCAM,varchar,10,"0/0"
U_MAG_SA,MAG_PRZFIS,numeric,13,"38/38"
U_MAG_SA,MAG_DTCGMA,varchar,10,"0/0"
U_MAG_SA,MAG_DTIGMA,varchar,10,"0/0"
U_MAG_SA,MAG_DTFGMA,varchar,10,"0/0"
U_MAG_SA,MAG_FLGVIA,bit,1,"1/0"
U_MAG_SA,MAG_CODMAT,varchar,3,"0/0"
U_MAG_SA,MAG_DESMAT,varchar,30,"0/0"
U_MAG_SA,MAG_CODCOL,varchar,3,"0/0"
U_MAG_SA,MAG_DESCOL,varchar,30,"0/0"
U_MAG_SA,MAG_SPESSO,numeric,5,"38/38"
U_MAG_SA,MAG_ALTEZZ,numeric,5,"38/38"
U_MAG_SA,MAG_LUNGHE,numeric,9,"38/38"
U_MAG_SA,MAG_NRLINT,numeric,9,"38/38"
U_MAG_SA,MAG_NRDBOB,numeric,9,"38/38"
U_MAG_SA,MAG_QTAKG,numeric,13,"38/38"
U_MAG_SA,MAG_QTAMQ,numeric,13,"38/38"
U_MAG_SA,MAG_QTAML,numeric,13,"38/38"
U_MAG_SA,MAG_CDAFOR,varchar,20,"0/0"
U_MAG_SA,MAG_OINFOR,varchar,10,"0/0"
U_MAG_SA,MAG_PINFOR,varchar,10,"0/0"
U_MAG_SA,MAG_DTPFOR,varchar,10,"0/0"
U_MAG_SA,MAG_TRAFOR,varchar,3,"0/0"
U_MAG_SA,MAG_NBAFOR,numeric,9,"38/38"
U_MAG_SA,MAG_BDAFOR,numeric,9,"38/38"
U_MAG_SA,MAG_BALFOR,numeric,9,"38/38"
U_MAG_SA,MAG_PNKFOR,numeric,9,"38/38"
U_MAG_SA,MAG_ANAART,varchar,30,"0/0"
U_MAG_SA,MAG_DTINCQ,varchar,10,"0/0"
U_MAG_SA,MAG_ORINCQ,varchar,8,"0/0"
U_MAG_SA,MAG_DTFICQ,varchar,10,"0/0"
U_MAG_SA,MAG_ORFICQ,varchar,8,"0/0"
U_MAG_SA,MAG_CDRECQ,varchar,3,"0/0"
U_MAG_SA,MAG_DSRECQ,varchar,50,"0/0"
U_MAG_SA,MAG_ALTRES,numeric,5,"38/38"
U_MAG_SA,MAG_QTAIMP,numeric,9,"38/38"
U_MAG_SA,MAG_COMODO,numeric,9,"38/38"
U_MAG_SA,MAG_GMLIMP,numeric,9,"38/38"
U_MAG_SA,MAG_GKGIMP,numeric,9,"38/38"
U_MAG_SA,MAG_FLGMOD,bit,1,"1/0"
U_MAG_SA,MAG_QTAKGA,numeric,9,"38/38"
U_MAG_SA,MAG_QTAMQA,numeric,9,"38/38"
U_MAG_SA,MAG_QTAMLA,numeric,9,"38/38"
U_MAG_SA,MAG_TIPART,varchar,1,"0/0"
U_MAG_SA,MAG_FLGRIB,bit,1,"1/0"
U_MAG_SA,MAG_BYPASS,bit,1,"1/0"
U_MAG_SA,MAG_CLIENT,varchar,50,"0/0"
U_MAG_SA,MAG_NUMORD,varchar,6,"0/0"
U_MAG_SA,MAG_DATORD,varchar,10,"0/0"
U_MAG_SA,MAG_SYSORD,varchar,10,"0/0"
U_MAG_SA,MAG_NLPROV,numeric,9,"38/38"
U_MAG_SA,MAG_NUMPED,numeric,9,"38/38"
U_MAG_SA,MAG_CSTFNU,numeric,9,"38/38"
U_MAG_SA,MAG_CSTADE,numeric,9,"38/38"
U_MAG_SA,MAG_CSTAMQ,numeric,9,"38/38"
U_MAG_SA,MAG_FLGCEL,bit,1,"1/0"
U_MAG_SA,MAG_SERBOL,varchar,3,"0/0"
U_MAG_SA,MAG_AAPROD,numeric,5,"38/38"
U_MAG_SA,MAG_SERNUM,varchar,3,"0/0"
U_MAG_SA,MAG_NUMEDA,numeric,9,"38/38"
U_MAG_SA,MAG_NUMEAL,numeric,9,"38/38"
U_MAG_SA,MAG_CBFISC,varchar,50,"0/0"
U_MAG_SA,MAG_FLGIMB,bit,1,"1/0"
U_MAG_SA,MAG_QTACON,numeric,9,"38/38"
U_MAG_SA,MAG_SERIE,varchar,3,"0/0"
U_MAG_SA,MAG_PRMACQ,numeric,13,"38/38"
U_MAG_SA,MAG_PRMVEN,numeric,13,"38/38"
U_MAG_SA,MAG_VALACQ,numeric,13,"38/38"
U_MAG_SA,MAG_VALVEN,numeric,13,"38/38"
U_MAG_SA,MAG_FILA_X,varchar,5,"0/0"
U_MAG_SA,MAG_PIAN_X,varchar,5,"0/0"
U_MAG_SA,MAG_UBIC_X,varchar,5,"0/0"
U_MAG_SA,MAG_FILA_N,numeric,5,"38/38"
U_MAG_SA,MAG_PIAN_N,numeric,5,"38/38"
U_MAG_SA,MAG_UBIC_N,numeric,5,"38/38"
U_MAG_SA,MAG_CSTMAN,numeric,9,"38/38"
U_MAG_SA,MAG_CSTSCA,numeric,9,"38/38"
CLIENTI,id_unique,uniqueidentifier,16,"0/0"
CLIENTI,CODCLI,varchar,10,"0/0"
CLIENTI,RAGSOC,varchar,40,"0/0"
CLIENTI,RAGDUE,varchar,40,"0/0"
CLIENTI,CODFIS,varchar,16,"0/0"
CLIENTI,PARIVA,varchar,11,"0/0"
CLIENTI,INDIRI,varchar,40,"0/0"
CLIENTI,LOCALI,varchar,40,"0/0"
CLIENTI,CAP,varchar,5,"0/0"
CLIENTI,TELFAX,varchar,25,"0/0"
CLIENTI,VET1,varchar,3,"0/0"
CLIENTI,CODLOC,varchar,3,"0/0"
CLIENTI,BAPPEFF,varchar,5,"0/0"
CLIENTI,BPREEFF,varchar,5,"0/0"
CLIENTI,CPA,varchar,3,"0/0"
CLIENTI,CODIVA,varchar,3,"0/0"
CLIENTI,PORTO,varchar,3,"0/0"
CLIENTI,MEZZO,varchar,3,"0/0"
PARAMETRI_SCHEDULER,id_unique,uniqueidentifier,16,"0/0"
PARAMETRI_SCHEDULER,ID_PARAMETRI,varchar,10,"0/0"
PARAMETRI_SCHEDULER,SYS_PARAMETRI,varchar,10,"0/0"
PARAMETRI_SCHEDULER,PERIDAL,varchar,10,"0/0"
PARAMETRI_SCHEDULER,PERIAL,varchar,10,"0/0"
PARAMETRI_SCHEDULER,CODICE_CLI_DAL,varchar,10,"0/0"
PARAMETRI_SCHEDULER,CODICE_CLI_AL,varchar,10,"0/0"
PARAMETRI_SCHEDULER,CODICE_FOR_DAL,varchar,10,"0/0"
PARAMETRI_SCHEDULER,CODICE_FOR_AL,varchar,10,"0/0"
PARAMETRI_SCHEDULER,CODICE_CONTO_DAL,varchar,13,"0/0"
PARAMETRI_SCHEDULER,CODICE_CONTO_AL,varchar,13,"0/0"
PARAMETRI_SCHEDULER,CODICE_AGENTE_DAL,varchar,3,"0/0"
PARAMETRI_SCHEDULER,CODICE_AGENTE_AL,varchar,3,"0/0"
PARAMETRI_SCHEDULER,CODICE_ARTICOLO_DAL,varchar,16,"0/0"
PARAMETRI_SCHEDULER,CODICE_ARTICOLO_AL,varchar,16,"0/0"
PARAMETRI_SCHEDULER,TESTO_NOTE,text,16,"0/0"
PARAMETRI_SCHEDULER,SELEZIONE,varchar,10,"0/0"
PARAMETRI_SCHEDULER,GGDAORF,numeric,5,"38/38"
PARAMETRI_SCHEDULER,GGAORF,numeric,5,"38/38"
PARAMETRI_SCHEDULER,SOSPENDIALL,bit,1,"1/0"
PARAMETRI_SCHEDULER,SOSPENDIORD,bit,1,"1/0"
PARAMETRI_SCHEDULER,SOSPENDIORF,bit,1,"1/0"
PARAMETRI_SCHEDULER,SOSPENDICHK1,bit,1,"1/0"
PARAMETRI_SCHEDULER,SOSPENDICHK2,bit,1,"1/0"
PARAMETRI_SCHEDULER,MESSAGGIO_DA_INVIARE,text,16,"0/0"
PARAMETRI_SCHEDULER,INVIO_OPERATORI,text,16,"0/0"
U_PRO_MY,id_unique,uniqueidentifier,16,"0/0"
U_PRO_MY,MIC_SPESSO,numeric,5,"38/38"
U_PRO_MY,MIC_CODMAT,varchar,3,"0/0"
U_PRO_MY,MIC_DESMAT,varchar,30,"0/0"
U_PRO_MY,MIC_SPESDA,numeric,5,"38/38"
U_PRO_MY,MIC_SPESAL,numeric,5,"38/38"
U_PRO_MY,MIC_SPEORD,numeric,5,"38/38"
U_PRO_MY,MIC_LUNORD,numeric,5,"38/38"
U_PRO_MY,MIC_LENMAX,numeric,5,"38/38"
U_PRO_MY,MIC_LMAXFO,numeric,5,"38/38"
U_LIS_TA,id_unique,uniqueidentifier,16,"0/0"
U_LIS_TA,LIS_CODSOC,varchar,2,"0/0"
U_LIS_TA,LIS_CODCLI,varchar,10,"0/0"
U_LIS_TA,LIS_RAGSOC,varchar,30,"0/0"
U_LIS_TA,LIS_CODART,varchar,30,"0/0"
U_LIS_TA,LIS_DESART,varchar,30,"0/0"
U_LIS_TA,LIS_DATLIS,varchar,10,"0/0"
U_LIS_TA,LIS_ALLIST,varchar,10,"0/0"
U_LIS_TA,LIS_CLIART,varchar,16,"0/0"
U_LIS_TA,LIS_ARTGRU,varchar,1,"0/0"
U_LIS_TA,LIS_DEARCL,varchar,40,"0/0"
U_LIS_TA,LIS_PREZZO,numeric,9,"38/38"
U_LIS_TA,LIS_DEARC1,varchar,40,"0/0"
U_LIS_TA,LIS_TRASME,varchar,2,"0/0"
U_LIS_TA,LIS_SCONTO,numeric,9,"38/38"
U_LIS_TA,LIS_DTCONT,varchar,10,"0/0"
U_LIS_TA,LIS_KILIMP,numeric,5,"38/38"
U_LIS_TA,LIS_PROVVI,numeric,9,"38/38"
U_LIS_TA,LIS_SC1,numeric,5,"38/38"
U_LIS_TA,LIS_SC2,numeric,5,"38/38"
U_LIS_TA,LIS_SC3,numeric,5,"38/38"
U_LIS_TA,SELEZIONE,varchar,10,"0/0"
U_LIS_TA,LIS_CODVAL,varchar,3,"0/0"
U_LIS_TA,LIS_PUBBLI,varchar,1,"0/0"
U_LIS_TA,LIS_FLGTRA,bit,1,"1/0"
U_LIS_TA,LIS_PRZSCO,numeric,9,"38/38"
U_AVA_CO,id_unique,uniqueidentifier,16,"0/0"
U_AVA_CO,AVA_NUMCOM,varchar,6,"0/0"
U_AVA_CO,AVA_CODART,varchar,30,"0/0"
U_AVA_CO,AVA_DESART,varchar,40,"0/0"
U_AVA_CO,AVA_CODMAG,varchar,6,"0/0"
U_AVA_CO,AVA_PROGRE,numeric,5,"38/38"
U_AVA_CO,AVA_ULTELA,numeric,5,"38/38"
U_AVA_CO,AVA_CODOPE,varchar,20,"0/0"
U_AVA_CO,AVA_DESOPE,varchar,50,"0/0"
U_AVA_CO,AVA_CODREP,varchar,3,"0/0"
U_AVA_CO,AVA_DESREP,varchar,30,"0/0"
U_AVA_CO,AVA_CODMAC,varchar,3,"0/0"
U_AVA_CO,AVA_DESMAC,varchar,30,"0/0"
U_AVA_CO,AVA_CODATT,varchar,3,"0/0"
U_AVA_CO,AVA_DESATT,varchar,30,"0/0"
U_AVA_CO,AVA_CODCAU,varchar,10,"0/0"
U_AVA_CO,AVA_DESCAU,varchar,30,"0/0"
U_AVA_CO,AVA_TIPCAU,varchar,2,"0/0"
U_AVA_CO,AVA_CONCAU,varchar,10,"0/0"
U_AVA_CO,AVA_DATDIG,varchar,10,"0/0"
U_AVA_CO,AVA_ORADIG,varchar,10,"0/0"
U_AVA_CO,AVA_DATA,varchar,10,"0/0"
U_AVA_CO,AVA_ORA,varchar,8,"0/0"
U_AVA_CO,AVA_UNITAM,varchar,2,"0/0"
U_AVA_CO,AVA_QTAPRO,numeric,9,"38/38"
U_AVA_CO,AVA_QTADPR,numeric,9,"38/38"
U_AVA_CO,AVA_DATINI,varchar,10,"0/0"
U_AVA_CO,AVA_ORAINI,varchar,8,"0/0"
U_AVA_CO,AVA_DATFIN,varchar,10,"0/0"
U_AVA_CO,AVA_ORAFIN,varchar,8,"0/0"
U_AVA_CO,AVA_TOTPRO,numeric,9,"38/38"
U_AVA_CO,AVA_TOTDPR,numeric,9,"38/38"
U_AVA_CO,AVA_NUMINT,numeric,5,"38/38"
U_AVA_CO,AVA_TEMPRO,varchar,9,"0/0"
U_AVA_CO,AVA_TEMINT,varchar,9,"0/0"
U_AVA_CO,AVA_DTPRDA,varchar,10,"0/0"
U_AVA_CO,AVA_ORPRDA,varchar,8,"0/0"
U_AVA_CO,AVA_DTPRAL,varchar,10,"0/0"
U_AVA_CO,AVA_ORPRAL,varchar,8,"0/0"
U_AVA_CO,AVA_DTINDA,varchar,10,"0/0"
U_AVA_CO,AVA_ORINDA,varchar,8,"0/0"
U_AVA_CO,AVA_DTINAL,varchar,10,"0/0"
U_AVA_CO,AVA_ORINAL,varchar,8,"0/0"
U_AVA_CO,AVA_SALDO,varchar,1,"0/0"
FATTURABILE_MDB,id_unique,uniqueidentifier,16,"0/0"
FATTURABILE_MDB,MDB_CODSOC,varchar,2,"0/0"
FATTURABILE_MDB,MDB_CODMAG,varchar,6,"0/0"
FATTURABILE_MDB,MDB_DESMAG,varchar,200,"0/0"
FATTURABILE_MDB,MDB_ANNOMM,varchar,7,"0/0"
FATTURABILE_MDB,MDB_CODMDB,varchar,10,"0/0"
FATTURABILE_MDB,MDB_DESMDB,varchar,100,"0/0"
FATTURABILE_MDB,MDB_FILA_X,varchar,5,"0/0"
FATTURABILE_MDB,MDB_PIAN_X,varchar,5,"0/0"
FATTURABILE_MDB,MDB_UBIC_X,varchar,5,"0/0"
FATTURABILE_MDB,MDB_GIACEN,numeric,9,"38/38"
FATTURABILE_MDB,MDB_PRZMDB,numeric,9,"38/38"
FATTURABILE_MDB,MDB_VALMDB,numeric,9,"38/38"
FATTURABILE_MDB,MDB_FATTUR,bit,1,"1/0"
FATTURABILE_MDB,SELEZIONE,varchar,10,"0/0"
FATTURABILE_MDB,MDB_ELABORATO,varchar,2,"0/0"
FATTURABILE_MDB,MDB_SYSRIGA,varchar,10,"0/0"
FATTURABILE_MDB,MDB_GIACTT,numeric,9,"38/38"
FATTURABILE_MDB,MDB_NRBOES,numeric,5,"38/38"
FATTURABILE_MDB,MDB_GIACP1,numeric,9,"38/38"
FATTURABILE_MDB,MDB_GIACP2,numeric,9,"38/38"
FATTURABILE_MDB,MDB_VALORR,numeric,9,"38/38"
FATTURABILE_MDB,MDB_IMPRIRE,numeric,9,"38/38"
FATTURABILE_MDB,MDB_ANTECO,numeric,9,"38/38"
FATTURABILE_MDB,MDB_BOECO,numeric,5,"38/38"
FATTURABILE_MDB,MDB_DTSCEC,varchar,10,"0/0"
FATTURABILE_MDB,MDB_DTSCFO,varchar,10,"0/0"
COMMESSE,id_unique,uniqueidentifier,16,"0/0"
COMMESSE,COMMESSA,varchar,7,"0/0"
COMMESSE,CLIENTE,varchar,50,"0/0"
COMMESSE,DATAC,datetime,8,"23/3"
COMMESSE,NRPEZZI,numeric,5,"38/38"
COMMESSE,NOTEC,varchar,100,"0/0"
COMMESSE,NBOLLA,varchar,10,"0/0"
COMMESSE,DBOLLA,datetime,8,"23/3"
COMMESSE,DCONS,datetime,8,"23/3"
COMMESSE,AACOM,numeric,5,"38/38"
COMMESSE,CCCOM,numeric,5,"38/38"
COMMESSE,NORDCLI,varchar,10,"0/0"
COMMESSE,IMPCOM,numeric,9,"38/38"
COMMESSE,FLGBOLLA,numeric,5,"38/38"
COMMESSE,ESIVA,numeric,5,"38/38"
COMMESSE,PAGRB,numeric,5,"38/38"
COMMESSE,CESIVA,varchar,5,"0/0"
COMMESSE,PAGAM,varchar,12,"0/0"
COMMESSE,IMBAL,varchar,4,"0/0"
COMMESSE,TRASP,varchar,4,"0/0"
COMMESSE,IMPF1,numeric,9,"38/38"
COMMESSE,IMPF2,numeric,9,"38/38"
COMMESSE,IMPF3,numeric,9,"38/38"
COMMESSE,IMPF4,numeric,9,"38/38"
COMMESSE,IMPF5,numeric,9,"38/38"
COMMESSE,IMPF6,numeric,9,"38/38"
COMMESSE,DTFAT1,datetime,8,"23/3"
COMMESSE,DTFAT2,datetime,8,"23/3"
COMMESSE,DTFAT3,datetime,8,"23/3"
COMMESSE,DTFAT4,datetime,8,"23/3"
COMMESSE,DTFAT5,datetime,8,"23/3"
COMMESSE,DTFAT6,datetime,8,"23/3"
U_PRO_OR,id_unique,uniqueidentifier,16,"0/0"
U_PRO_OR,PRO_CODSOC,varchar,2,"0/0"
U_PRO_OR,PRO_MAGAZZ,varchar,6,"0/0"
U_PRO_OR,PRO_CDGRED,varchar,5,"0/0"
U_PRO_OR,PRO_GRUEDI,varchar,50,"0/0"
U_PRO_OR,PRO_CDEDIT,varchar,5,"0/0"
U_PRO_OR,PRO_EDITOR,varchar,50,"0/0"
U_PRO_OR,PRO_CDCOLL,varchar,3,"0/0"
U_PRO_OR,PRO_COLLAN,varchar,50,"0/0"
U_PRO_OR,PRO_CDGRME,varchar,3,"0/0"
U_PRO_OR,PRO_GRUMER,varchar,50,"0/0"
U_PRO_OR,PRO_CODART,varchar,30,"0/0"
U_PRO_OR,PRO_DESART,varchar,50,"0/0"
U_PRO_OR,PRO_CATALO,varchar,50,"0/0"
U_PRO_OR,PRO_AUTORE,varchar,50,"0/0"
U_PRO_OR,PRO_GIAATT,numeric,9,"38/38"
U_PRO_OR,PRO_QTAVEN,numeric,9,"38/38"
U_PRO_OR,PRO_DTULVE,varchar,10,"0/0"
U_PRO_OR,PRO_PRZVEN,numeric,9,"38/38"
U_PRO_OR,PRO_PRZCOP,numeric,9,"38/38"
U_PRO_OR,PRO_PRZCOS,numeric,9,"38/38"
U_PRO_OR,PRO_QTACAR,numeric,9,"38/38"
U_PRO_OR,PRO_DTULCA,varchar,10,"0/0"
U_PRO_OR,PRO_QTARES,numeric,9,"38/38"
U_PRO_OR,PRO_CODFOR,varchar,10,"0/0"
U_PRO_OR,PRO_RAGFOR,varchar,50,"0/0"
U_PRO_OR,PRO_CDFORN,varchar,10,"0/0"
U_PRO_OR,PRO_DSFORN,varchar,50,"0/0"
U_PRO_OR,PRO_QTAUCA,numeric,9,"38/38"
U_PRO_OR,PRO_QTAUVE,numeric,9,"38/38"
U_PRO_OR,PRO_QTAURE,numeric,9,"38/38"
U_PRO_OR,PRO_DTULRE,varchar,10,"0/0"
U_PRO_OR,PRO_QTAPRE,numeric,9,"38/38"
U_PRO_OR,PRO_VENPRE,numeric,9,"38/38"
U_PRO_OR,PRO_CARPRE,numeric,9,"38/38"
U_PRO_OR,PRO_RESPRE,numeric,9,"38/38"
U_PRO_OR,PRO_GGFORN,numeric,5,"38/38"
U_PRO_OR,PRO_QTADOR,numeric,9,"38/38"
U_PRO_OR,SELEZIONE,varchar,10,"0/0"
U_PRO_OR,FIL_MAGAZZ,varchar,6,"0/0"
U_PRO_OR,FIL_DATADA,varchar,10,"0/0"
U_PRO_OR,FIL_DATAAL,varchar,10,"0/0"
U_PRO_OR,FIL_PRECDA,varchar,10,"0/0"
U_PRO_OR,FIL_PRECAL,varchar,10,"0/0"
U_PRO_OR,FIL_CDGRME,varchar,3,"0/0"
U_PRO_OR,FIL_DSGRME,varchar,50,"0/0"
U_PRO_OR,FIL_CDGRED,varchar,5,"0/0"
U_PRO_OR,FIL_DSGRED,varchar,50,"0/0"
U_PRO_OR,FIL_CDEDIT,varchar,5,"0/0"
U_PRO_OR,FIL_DSEDIT,varchar,50,"0/0"
U_PRO_OR,FIL_CDCOLL,varchar,3,"0/0"
U_PRO_OR,FIL_DSCOLL,varchar,50,"0/0"
U_PRO_OR,FIL_STAMPA,varchar,50,"0/0"
U_PRO_OR,FIL_TITOLO,varchar,50,"0/0"
U_PRO_OR,FIL_TITOL2,varchar,50,"0/0"
U_LIS_TT,id_unique,uniqueidentifier,16,"0/0"
U_LIS_TT,LIS_CODSOC,varchar,2,"0/0"
U_LIS_TT,LIS_CODCLI,varchar,10,"0/0"
U_LIS_TT,LIS_RAGSOC,varchar,150,"0/0"
U_LIS_TT,LIS_CODART,varchar,30,"0/0"
U_LIS_TT,LIS_DESART,varchar,100,"0/0"
U_LIS_TT,LIS_DATLIS,varchar,10,"0/0"
U_LIS_TT,LIS_ALLIST,varchar,10,"0/0"
U_LIS_TT,LIS_CLIART,varchar,16,"0/0"
U_LIS_TT,LIS_ARTGRU,varchar,1,"0/0"
U_LIS_TT,LIS_DEARCL,varchar,40,"0/0"
U_LIS_TT,LIS_PREZZO,numeric,9,"38/38"
U_LIS_TT,LIS_DEARC1,varchar,40,"0/0"
U_LIS_TT,LIS_TRASME,varchar,2,"0/0"
U_LIS_TT,LIS_SCONTO,numeric,9,"38/38"
U_LIS_TT,LIS_DTCONT,varchar,10,"0/0"
U_LIS_TT,LIS_KILIMP,numeric,5,"38/38"
U_LIS_TT,LIS_PROVVI,numeric,5,"38/38"
U_LIS_TT,LIS_SC1,numeric,5,"38/38"
U_LIS_TT,LIS_SC2,numeric,5,"38/38"
U_LIS_TT,LIS_SC3,numeric,5,"38/38"
U_LIS_TT,SELEZIONE,varchar,10,"0/0"
U_LIS_TT,LIS_CODVAL,varchar,3,"0/0"
U_LIS_TT,LIS_PUBBLI,varchar,1,"0/0"
U_LIS_TT,LIS_FLGTRA,bit,1,"1/0"
U_LIS_TT,LIS_PRZSCO,numeric,9,"38/38"
U_LIS_TT,LIS_QTA,numeric,9,"38/38"
U_LIS_TT,LIS_UMMAGA,varchar,4,"0/0"
U_LIS_TT,lis_valuta,varchar,3,"0/0"
U_LIS_TT,LIS_UMCLI,varchar,3,"0/0"
U_LIS_TT,LIS_PRECLI,numeric,9,"38/38"
U_LIS_TT,LIS_CODGLI,varchar,3,"0/0"
U_LIS_TT,LIS_VALIDO,varchar,2,"0/0"
CEDOLINI_DL,id_unique,uniqueidentifier,16,"0/0"
CEDOLINI_DL,DAGGANCIO_DD,varchar,10,"0/0"
CEDOLINI_DL,CED_CODCLI,varchar,10,"0/0"
CEDOLINI_DL,CED_NOMDIP,varchar,50,"0/0"
CEDOLINI_DL,CED_CODCON,varchar,3,"0/0"
CEDOLINI_DL,CED_TIPOCO,varchar,25,"0/0"
CEDOLINI_DL,Annotazioni,text,16,"0/0"
U_AVA_MQ,id_unique,uniqueidentifier,16,"0/0"
U_AVA_MQ,AVA_NUMCOM,varchar,6,"0/0"
U_AVA_MQ,AVA_CODART,varchar,30,"0/0"
U_AVA_MQ,AVA_DESART,varchar,40,"0/0"
U_AVA_MQ,AVA_CODMAG,varchar,6,"0/0"
U_AVA_MQ,AVA_MATRIC,varchar,25,"0/0"
U_AVA_MQ,AVA_PROGRE,numeric,5,"38/38"
U_AVA_MQ,AVA_ULTELA,numeric,5,"38/38"
U_AVA_MQ,AVA_CODOPE,varchar,20,"0/0"
U_AVA_MQ,AVA_DESOPE,varchar,50,"0/0"
U_AVA_MQ,AVA_CODREP,varchar,3,"0/0"
U_AVA_MQ,AVA_DESREP,varchar,30,"0/0"
U_AVA_MQ,AVA_CODCAU,varchar,10,"0/0"
U_AVA_MQ,AVA_DESCAU,varchar,30,"0/0"
U_AVA_MQ,AVA_TIPCAU,varchar,2,"0/0"
U_AVA_MQ,AVA_DATDIG,varchar,10,"0/0"
U_AVA_MQ,AVA_ORADIG,varchar,10,"0/0"
U_AVA_MQ,AVA_DATA,varchar,10,"0/0"
U_AVA_MQ,AVA_ORA,varchar,8,"0/0"
U_AVA_MQ,AVA_UNITAM,varchar,2,"0/0"
U_AVA_MQ,AVA_QTADPR,numeric,9,"38/38"
U_AVA_MQ,AVA_DATINI,varchar,10,"0/0"
U_AVA_MQ,AVA_ORAINI,varchar,8,"0/0"
U_AVA_MQ,AVA_DATFIN,varchar,10,"0/0"
U_AVA_MQ,AVA_ORAFIN,varchar,8,"0/0"
U_AVA_MQ,AVA_NUMINT,numeric,5,"38/38"
U_AVA_MQ,AVA_TEMPRO,varchar,9,"0/0"
U_AVA_MQ,AVA_TEMINT,varchar,9,"0/0"
U_AVA_MQ,AVA_DATCON,varchar,10,"0/0"
U_AVA_MQ,AVA_DTPRDA,varchar,10,"0/0"
U_AVA_MQ,AVA_ORPRDA,varchar,8,"0/0"
U_AVA_MQ,AVA_DTPRAL,varchar,10,"0/0"
U_AVA_MQ,AVA_ORPRAL,varchar,8,"0/0"
U_AVA_MQ,AVA_DTINDA,varchar,10,"0/0"
U_AVA_MQ,AVA_ORINDA,varchar,8,"0/0"
U_AVA_MQ,AVA_DTINAL,varchar,10,"0/0"
U_AVA_MQ,AVA_ORINAL,varchar,8,"0/0"
PROD_PIANIF_SPALMA_LEGORD,id_unique,uniqueidentifier,16,"0/0"
PROD_PIANIF_SPALMA_LEGORD,IDPIANIF,varchar,10,"0/0"
PROD_PIANIF_SPALMA_LEGORD,AGGANC,varchar,10,"0/0"
PROD_PIANIF_SPALMA_LEGORD,NUMORD,varchar,6,"0/0"
PROD_PIANIF_SPALMA_LEGORD,DATORD,varchar,10,"0/0"
PROD_PIANIF_SPALMA_LEGORD,ORDSYS,varchar,10,"0/0"
PROD_PIANIF_SPALMA_LEGORD,CODCLI,varchar,10,"0/0"
PROD_PIANIF_SPALMA_LEGORD,RAGSOC,varchar,100,"0/0"
PROD_PIANIF_SPALMA_LEGORD,CODART,varchar,30,"0/0"
PROD_PIANIF_SPALMA_LEGORD,DESART,varchar,100,"0/0"
PROD_PIANIF_SPALMA_LEGORD,SPESSO,numeric,5,"38/38"
PROD_PIANIF_SPALMA_LEGORD,ALTEZZ,numeric,5,"38/38"
PROD_PIANIF_SPALMA_LEGORD,LUNGHE,numeric,5,"38/38"
PROD_PIANIF_SPALMA_LEGORD,NUMBOB,numeric,9,"38/38"
PROD_PIANIF_SPALMA_LEGORD,UM,varchar,3,"0/0"
PROD_PIANIF_SPALMA_LEGORD,QTA,numeric,9,"38/38"
PROD_PIANIF_SPALMA_LEGORD,DATCON,varchar,10,"0/0"
COMUNI,id_unique,uniqueidentifier,16,"0/0"
COMUNI,CAP,varchar,5,"0/0"
COMUNI,COMUNE,varchar,40,"0/0"
COMUNI,PROVINCIA,varchar,2,"0/0"
COMUNI,REGIONE,numeric,5,"38/38"
COMUNI,PREFISSO,varchar,4,"0/0"
COMUNI,COD_FIS,varchar,4,"0/0"
COMUNI,ELENCO,varchar,17,"0/0"
COMUNI,CARTINA,varchar,3,"0/0"
COMUNI,COORD_X,numeric,5,"38/38"
COMUNI,COORD_Y,numeric,5,"38/38"
COMUNI,SELEZIONE,varchar,10,"0/0"
RICHIEST_DD,id_unique,uniqueidentifier,16,"0/0"
RICHIEST_DD,DAGGANCIO,varchar,32,"0/0"
RICHIEST_DD,ID_DETTAGLIO,varchar,32,"0/0"
RICHIEST_DD,SOG_TIPSOG,varchar,1,"0/0"
RICHIEST_DD,SOG_FIGPROF,varchar,3,"0/0"
