"Table_Name","Column_Name","Data_Type","Size","Precision_Scale"
UTENTIXRUOLI,id_unique,uniqueidentifier,16,"0/0"
UTENTIXRUOLI,USERID,varchar,20,"0/0"
UTENTIXRUOLI,RUOLO,varchar,20,"0/0"
TAB_PRIMANOTA,id_unique,uniqueidentifier,16,"0/0"
TAB_PRIMANOTA,MOV_CODSOC,varchar,2,"0/0"
TAB_PRIMANOTA,MOV_CONTO,varchar,13,"0/0"
TAB_PRIMANOTA,MOV_DESCR,varchar,50,"0/0"
TAB_PRIMANOTA,MOV_INDIRI,varchar,50,"0/0"
TAB_PRIMANOTA,MOV_LOCALI,varchar,30,"0/0"
TAB_PRIMANOTA,MOV_CAP,varchar,5,"0/0"
TAB_PRIMANOTA,MOV_PROVIN,varchar,2,"0/0"
TAB_PRIMANOTA,MOV_NUMTEL,varchar,30,"0/0"
TAB_PRIMANOTA,MOV_NUMFAX,varchar,30,"0/0"
TAB_PRIMANOTA,MOV_DTREGI,varchar,10,"0/0"
TAB_PRIMANOTA,MOV_DATREG,varchar,10,"0/0"
TAB_PRIMANOTA,MOV_NUMREG,varchar,6,"0/0"
TAB_PRIMANOTA,MOV_DATDOC,varchar,10,"0/0"
TAB_PRIMANOTA,MOV_NUMDOC,varchar,6,"0/0"
TAB_PRIMANOTA,MOV_NUMPRO,varchar,6,"0/0"
TAB_PRIMANOTA,MOV_CODESE,varchar,3,"0/0"
TAB_PRIMANOTA,MOV_CODCAU,varchar,4,"0/0"
TAB_PRIMANOTA,MOV_DESMOV,varchar,35,"0/0"
TAB_PRIMANOTA,MOV_TE,varchar,2,"0/0"
TAB_PRIMANOTA,MOV_DATSCA,varchar,10,"0/0"
TAB_PRIMANOTA,MOV_DARE,numeric,9,"38/38"
TAB_PRIMANOTA,MOV_AVERE,numeric,9,"38/38"
TAB_PRIMANOTA,MOV_SALDO,numeric,9,"38/38"
TAB_PRIMANOTA,MOV_DATOPE,varchar,10,"0/0"
TAB_PRIMANOTA,MOV_DATVAL,varchar,10,"0/0"
TAB_PRIMANOTA,MOV_DESAGG,varchar,30,"0/0"
TAB_PRIMANOTA,MOV_FLAG_E,varchar,1,"0/0"
TAB_PRIMANOTA,MOV_DATSCZ,varchar,10,"0/0"
TAB_PRIMANOTA,MOV_PROGRE,numeric,9,"38/38"
U_IVA_FE,id_unique,uniqueidentifier,16,"0/0"
U_IVA_FE,IVA_CODSOC,varchar,2,"0/0"
U_IVA_FE,IVA_ANNO,numeric,5,"38/38"
U_IVA_FE,IVA_CODFOR,varchar,10,"0/0"
U_IVA_FE,IVA_DESFOR,varchar,80,"0/0"
U_IVA_FE,IVA_PLAFOND,numeric,9,"38/38"
U_IVA_FE,IVA_GENNAI,numeric,9,"38/38"
U_IVA_FE,IVA_FEBBRA,numeric,9,"38/38"
U_IVA_FE,IVA_MARZO,numeric,9,"38/38"
U_IVA_FE,IVA_APRILE,numeric,9,"38/38"
U_IVA_FE,IVA_MAGGIO,numeric,9,"38/38"
U_IVA_FE,IVA_GIUGNO,numeric,9,"38/38"
U_IVA_FE,IVA_LUGLIO,numeric,9,"38/38"
U_IVA_FE,IVA_AGOSTO,numeric,9,"38/38"
U_IVA_FE,IVA_SETTEM,numeric,9,"38/38"
U_IVA_FE,IVA_OTTOBR,numeric,9,"38/38"
U_IVA_FE,IVA_NOVEMB,numeric,9,"38/38"
U_IVA_FE,IVA_DICEMB,numeric,9,"38/38"
U_IVA_FE,iva_01resi,numeric,9,"38/38"
U_IVA_FE,iva_02resi,numeric,9,"38/38"
U_IVA_FE,iva_03resi,numeric,9,"38/38"
U_IVA_FE,iva_04resi,numeric,9,"38/38"
U_IVA_FE,iva_05resi,numeric,9,"38/38"
U_IVA_FE,iva_06resi,numeric,9,"38/38"
U_IVA_FE,iva_07resi,numeric,9,"38/38"
U_IVA_FE,iva_08resi,numeric,9,"38/38"
U_IVA_FE,iva_09resi,numeric,9,"38/38"
U_IVA_FE,iva_10resi,numeric,9,"38/38"
U_IVA_FE,iva_11resi,numeric,9,"38/38"
U_IVA_FE,iva_12resi,numeric,9,"38/38"
U_IVA_FE,iva_ttresi,numeric,9,"38/38"
CBIEP30,id_unique,uniqueidentifier,16,"0/0"
CBIEP30,IDSUPPORTO,varchar,10,"0/0"
CBIEP30,TIPORECORD,varchar,2,"0/0"
CBIEP30,NUMPROFLUS,varchar,7,"0/0"
CBIEP30,BUFFER,varchar,110,"0/0"
BUDGET_SINT_TT,id_unique,uniqueidentifier,16,"0/0"
BUDGET_SINT_TT,IDBudSintTT,varchar,32,"0/0"
BUDGET_SINT_TT,B_Interna,numeric,5,"38/38"
BUDGET_SINT_TT,Anno,varchar,4,"0/0"
BUDGET_SINT_TT,CentrComP,varchar,5,"0/0"
BUDGET_SINT_TT,CentrCom,varchar,5,"0/0"
BUDGET_SINT_TT,AreaMerc,varchar,3,"0/0"
BUDGET_SINT_TT,ClassTC,varchar,2,"0/0"
BUDGET_SINT_TT,Codice,varchar,25,"0/0"
BUDGET_SINT_TT,CodCli,varchar,10,"0/0"
BUDGET_SINT_TT,RagSoc,varchar,80,"0/0"
BUDGET_SINT_TT,D_Data,varchar,10,"0/0"
BUDGET_SINT_TT,D_Inizio,varchar,10,"0/0"
BUDGET_SINT_TT,D_Fine,varchar,10,"0/0"
BUDGET_SINT_TT,Titolo,varchar,255,"0/0"
BUDGET_SINT_TT,Annotazioni,text,16,"0/0"
BUDGET_SINT_TT,UtenteIns,varchar,50,"0/0"
BUDGET_SINT_TT,D_DataIns,varchar,10,"0/0"
BUDGET_SINT_TT,UtenteMod,varchar,50,"0/0"
BUDGET_SINT_TT,D_DataMod,varchar,10,"0/0"
BUDGET_SINT_TT,Budget_Chiuso,bit,1,"1/0"
BUDGET_SINT_TT,VALORE_BUDGET,numeric,9,"38/38"
U_PKG_LE,id_unique,uniqueidentifier,16,"0/0"
U_PKG_LE,LEG_SYSPKG,varchar,10,"0/0"
U_PKG_LE,LEG_ANAART,varchar,16,"0/0"
U_PKG_LE,LEG_CODART,varchar,30,"0/0"
U_PKG_LE,LEG_DESART,varchar,50,"0/0"
U_PKG_LE,LEG_UNITAM,varchar,3,"0/0"
U_PKG_LE,LEG_QTAIMP,numeric,9,"38/38"
U_PKG_LE,LEG_QTAGEV,numeric,9,"38/38"
U_PKG_LE,LEG_QTAGCO,numeric,9,"38/38"
U_PKG_LE,LEG_QTADEV,numeric,9,"38/38"
U_PKG_LE,LEG_SALCON,varchar,1,"0/0"
U_PKG_LE,LEG_CODMAG,varchar,6,"0/0"
U_PKG_LE,LEG_FILA_X,varchar,5,"0/0"
U_PKG_LE,LEG_PIAN_X,varchar,5,"0/0"
U_PKG_LE,LEG_UBIC_X,varchar,5,"0/0"
U_PKG_LE,LEG_PIAN_N,numeric,5,"38/38"
U_PKG_LE,LEG_FILA_N,numeric,5,"38/38"
U_PKG_LE,LEG_UBIC_N,numeric,5,"38/38"
U_PKG_LE,LEG_FORNIT,varchar,10,"0/0"
U_PKG_LE,LEG_DESFOR,varchar,50,"0/0"
U_PKG_LE,LEG_DATAGG,varchar,10,"0/0"
U_PKG_LE,LEG_PRZCON,numeric,9,"38/38"
U_PKG_LE,LEG_SYSMAG,varchar,10,"0/0"
U_PKG_LE,LEG_CODSYS,varchar,10,"0/0"
U_PKG_LE,LEG_FLGMOD,varchar,1,"0/0"
U_PKG_LE,SELEZIONE,varchar,10,"0/0"
U_FOR_PR,id_unique,uniqueidentifier,16,"0/0"
U_FOR_PR,FPR_CODSOC,varchar,2,"0/0"
U_FOR_PR,FPR_CODART,varchar,30,"0/0"
U_FOR_PR,FPR_DESART,varchar,50,"0/0"
U_FOR_PR,FPR_CODFOR,varchar,10,"0/0"
U_FOR_PR,FPR_RAGFOR,varchar,70,"0/0"
U_FOR_PR,FPR_INDIRI,varchar,100,"0/0"
U_FOR_PR,FPR_LOCALI,varchar,100,"0/0"
U_FOR_PR,FPR_CAP,varchar,5,"0/0"
U_FOR_PR,FPR_PROVIN,varchar,2,"0/0"
U_FOR_PR,FPR_TELEFO,varchar,20,"0/0"
U_FOR_PR,FPR_DATUCA,varchar,10,"0/0"
U_FOR_PR,FPR_QTAUCA,numeric,9,"38/38"
U_FOR_PR,FPR_PRZUCA,numeric,9,"38/38"
U_FOR_PR,FPR_PRZCON,numeric,9,"38/38"
U_FOR_PR,FPR_SEQPRI,numeric,5,"38/38"
U_FOR_PR,FPR_NUMUCA,varchar,6,"0/0"
U_FOR_PR,FPR_CODMAG,varchar,6,"0/0"
U_FOR_PR,FPR_PRZVEN,numeric,9,"38/38"
U_FOR_PR,FPR_PRZRES,numeric,9,"38/38"
U_FOR_PR,FPR_FLGTRA,bit,1,"1/0"
TAB_SPEDRESI,id_unique,uniqueidentifier,16,"0/0"
TAB_SPEDRESI,SPR_CODSOC,varchar,2,"0/0"
TAB_SPEDRESI,SPR_CODFOR,varchar,10,"0/0"
TAB_SPEDRESI,SPR_RAGSOC,varchar,40,"0/0"
TAB_SPEDRESI,SPR_CODMAG,varchar,6,"0/0"
TAB_SPEDRESI,SPR_DESMAG,varchar,40,"0/0"
TAB_SPEDRESI,SPR_NUMDDT,varchar,10,"0/0"
TAB_SPEDRESI,SPR_DATDDT,varchar,10,"0/0"
TAB_SPEDRESI,SPR_BR,varchar,2,"0/0"
TAB_SPEDRESI,SPR_TIPO,varchar,4,"0/0"
TAB_SPEDRESI,SPR_CODVAL,varchar,3,"0/0"
TAB_SPEDRESI,SPR_NUMFAT,varchar,10,"0/0"
TAB_SPEDRESI,SPR_DATFAT,varchar,10,"0/0"
TAB_SPEDRESI,SPR_NUMPRO ,varchar,10,"0/0"
TAB_SPEDRESI,SPR_ESITO,varchar,50,"0/0"
CBIEP70,id_unique,uniqueidentifier,16,"0/0"
CBIEP70,IDSUPPORTO,varchar,10,"0/0"
CBIEP70,TIPORECORD,varchar,2,"0/0"
CBIEP70,NUMPROFLUS,varchar,7,"0/0"
NEWS,id_unique,uniqueidentifier,16,"0/0"
NEWS,TITOLO,varchar,200,"0/0"
NEWS,DT_VDAL,varchar,10,"0/0"
NEWS,DT_VAL,varchar,100,"0/0"
NEWS,FLAG_LEGGI_U,varchar,1,"0/0"
NEWS,FLAG_LEGGI_D,varchar,1,"0/0"
NEWS,FLAG_MODI,varchar,1,"0/0"
NEWS,COD_UTENTE_INS,varchar,100,"0/0"
NEWS,DES_UTENTE_INS,varchar,100,"0/0"
NEWS,DATA_INS,varchar,10,"0/0"
NEWS,COD_UTENTE_MOD,varchar,100,"0/0"
NEWS,DES_UTENTE_MOD,varchar,100,"0/0"
NEWS,DATA_MOD,varchar,10,"0/0"
NEWS,DESCRIZIONE,text,16,"0/0"
U_PKG_TD,id_unique,uniqueidentifier,16,"0/0"
U_PKG_TD,PKG_NUMPKG,varchar,6,"0/0"
U_PKG_TD,PKG_DATPKG,varchar,10,"0/0"
U_PKG_TD,PKG_ANNPKG,varchar,4,"0/0"
U_PKG_TD,PKG_NUMPRB,varchar,6,"0/0"
U_PKG_TD,PKG_CODCLI,varchar,10,"0/0"
U_PKG_TD,PKG_RAGSOC,varchar,70,"0/0"
U_PKG_TD,PKG_DESTIN,varchar,100,"0/0"
U_PKG_TD,PKG_CODART,varchar,30,"0/0"
U_PKG_TD,PKG_DESART,varchar,50,"0/0"
U_PKG_TD,PKG_UNITAM,varchar,3,"0/0"
U_PKG_TD,PKG_QTAIMP,numeric,9,"38/38"
U_PKG_TD,PKG_QTAGEV,numeric,9,"38/38"
U_PKG_TD,PKG_QTAGCO,numeric,9,"38/38"
U_PKG_TD,PKG_QTADEV,numeric,9,"38/38"
U_PKG_TD,PKG_SC_PKG,varchar,1,"0/0"
U_PKG_TD,PKG_NUMORD,varchar,6,"0/0"
U_PKG_TD,PKG_DATORD,varchar,10,"0/0"
U_PKG_TD,PKG_DATCON,varchar,10,"0/0"
U_PKG_TD,PKG_QTAORD,numeric,9,"38/38"
U_PKG_TD,PKG_QTAEVA,numeric,9,"38/38"
U_PKG_TD,PKG_QTAPKG,numeric,9,"38/38"
U_PKG_TD,PKG_SC_ORD,varchar,1,"0/0"
U_PKG_TD,PKG_SYSORD,varchar,10,"0/0"
U_PKG_TD,PKG_CODSYS,varchar,10,"0/0"
U_PKG_TD,PKG_NOTE,text,16,"0/0"
U_PKG_TD,PKG_FLGMOD,varchar,1,"0/0"
U_PKG_TD,SELEZIONE,varchar,10,"0/0"
U_FOR_TT,id_unique,uniqueidentifier,16,"0/0"
U_FOR_TT,TAGGANCIO,varchar,10,"0/0"
U_FOR_TT,FOR_CODSOC,varchar,2,"0/0"
U_FOR_TT,TNUMERO,varchar,10,"0/0"
U_FOR_TT,FOR_CODCLI,varchar,10,"0/0"
U_FOR_TT,FOR_RAGSOC,varchar,40,"0/0"
U_FOR_TT,FOR_INDIRI,varchar,30,"0/0"
U_FOR_TT,FOR_CAP,varchar,5,"0/0"
U_FOR_TT,FOR_LOCALI,varchar,30,"0/0"
U_FOR_TT,FOR_PARIVA,varchar,11,"0/0"
U_FOR_TT,FOR_VALUTA,varchar,3,"0/0"
U_FOR_TT,FOR_CAMBIO,numeric,9,"38/38"
U_FOR_TT,FOR_NUMORD,varchar,6,"0/0"
U_FOR_TT,FOR_DATORD,varchar,10,"0/0"
U_FOR_TT,FOR_ORA,varchar,5,"0/0"
U_FOR_TT,FOR_PESO,numeric,9,"38/38"
U_FOR_TT,FOR_COLLI,varchar,4,"0/0"
U_FOR_TT,FOR_CAUS,varchar,10,"0/0"
U_FOR_TT,FOR_RIFERI,varchar,20,"0/0"
U_FOR_TT,FOR_CPA,varchar,3,"0/0"
U_FOR_TT,FOR_BANCA,varchar,5,"0/0"
U_FOR_TT,FOR_AGE,varchar,3,"0/0"
U_FOR_TT,FOR_PROVVI,numeric,5,"38/38"
U_FOR_TT,FOR_ASPETT,varchar,3,"0/0"
U_FOR_TT,FOR_SCOGLO,numeric,5,"38/38"
U_FOR_TT,FOR_PORTO,varchar,9,"0/0"
U_FOR_TT,FOR_BOLLI,varchar,1,"0/0"
U_FOR_TT,FOR_SPBOLL,numeric,9,"38/38"
U_FOR_TT,FOR_SPTRAS,numeric,9,"38/38"
U_FOR_TT,FOR_MEZZO,varchar,3,"0/0"
U_FOR_TT,FOR_VETTO1,varchar,40,"0/0"
U_FOR_TT,FOR_VETTO2,varchar,40,"0/0"
U_FOR_TT,FOR_VETTO3,varchar,40,"0/0"
U_FOR_TT,FOR_LISTIN,varchar,15,"0/0"
U_FOR_TT,FOR_ALTDES,numeric,5,"38/38"
U_FOR_TT,FOR_CODLOC,varchar,3,"0/0"
U_FOR_TT,FOR_RAGC,varchar,40,"0/0"
U_FOR_TT,FOR_INDC,varchar,30,"0/0"
U_FOR_TT,FOR_CAPC,varchar,5,"0/0"
U_FOR_TT,FOR_LOCC,varchar,30,"0/0"
U_FOR_TT,FOR_CODNAZ,varchar,3,"0/0"
U_FOR_TT,FOR_TOTPRV,numeric,9,"38/38"
U_FOR_TT,FOR_FLBOL,varchar,1,"0/0"
U_FOR_TT,FOR_DTCONS,varchar,20,"0/0"
U_FOR_TT,FOR_CONST,bit,1,"1/0"
U_FOR_TT,FOR_CHIUSO,bit,1,"1/0"
U_FOR_TT,ORD_ANNO,varchar,4,"0/0"
PROD_IMPEGNI,id_unique,uniqueidentifier,16,"0/0"
PROD_IMPEGNI,IDPRG,varchar,10,"0/0"
PROD_IMPEGNI,FASELA,varchar,6,"0/0"
PROD_IMPEGNI,SEQUEN,numeric,9,"38/38"
PROD_IMPEGNI,CODART,varchar,30,"0/0"
PROD_IMPEGNI,DESART,varchar,200,"0/0"
PROD_IMPEGNI,CODINT,varchar,30,"0/0"
PROD_IMPEGNI,SPESSO,numeric,5,"38/38"
PROD_IMPEGNI,ALTEZZ,numeric,5,"38/38"
PROD_IMPEGNI,LUNGHE,numeric,5,"38/38"
PROD_IMPEGNI,QTANRIMP,numeric,9,"38/38"
PROD_IMPEGNI,QTAIMP,numeric,9,"38/38"
PROD_IMPEGNI,UM,varchar,6,"0/0"
PROD_IMPEGNI,MAG_NEWUNQ,varchar,10,"0/0"
PROD_IMPEGNI,CODMAG,varchar,6,"0/0"
PROD_IMPEGNI,FILA_X,varchar,5,"0/0"
PROD_IMPEGNI,PIAN_X,varchar,5,"0/0"
PROD_IMPEGNI,UBIC_X,varchar,5,"0/0"
PROD_IMPEGNI,DATIMP,varchar,10,"0/0"
PROD_IMPEGNI,ORAIMP,varchar,8,"0/0"
PROD_IMPEGNI,CODOPE,varchar,10,"0/0"
PROD_IMPEGNI,NOMOPE,varchar,100,"0/0"
PROD_IMPEGNI,MAG_NEWLEG,varchar,10,"0/0"
TAB_TOPCONT,id_unique,uniqueidentifier,16,"0/0"
TAB_TOPCONT,CAU_CODICE,varchar,4,"0/0"
TAB_TOPCONT,CAU_DESCRI,varchar,50,"0/0"
TAB_TOPCONT,CAU_NATURA,varchar,1,"0/0"
TAB_TOPCONT,CAU_FATTUR,varchar,1,"0/0"
TAB_TOPCONT,CAU_BOLIVA,varchar,1,"0/0"
TAB_TOPCONT,CAU_RICBAN,varchar,1,"0/0"
TAB_TOPCONT,CAU_NOTACC,varchar,1,"0/0"
TAB_TOPCONT,CAU_TIPTOP,varchar,1,"0/0"
TAB_TOPCONT,CAU_FATCEE,varchar,1,"0/0"
TAB_TOPCONT,CAU_FETINT,varchar,1,"0/0"
TAB_TOPCONT,CAU_RESFOR,varchar,1,"0/0"
TAB_TOPCONT,CAU_RESCLI,varchar,1,"0/0"
TAB_TOPCONT,CAU_CONTO1,varchar,13,"0/0"
TAB_TOPCONT,CAU_CONTO2,varchar,13,"0/0"
TAB_TOPCONT,CAU_CONTO3,varchar,13,"0/0"
TAB_TOPCONT,CAU_CONTO4,varchar,10,"0/0"
TAB_TOPCONT,CAU_CONIVA,varchar,13,"0/0"
TAB_TOPCONT,CAU_DESIVA,varchar,50,"0/0"
TRIBUTI_F24,id_unique,uniqueidentifier,16,"0/0"
TRIBUTI_F24,COD_TRIBUTO,varchar,4,"0/0"
TRIBUTI_F24,SEZIONE,varchar,2,"0/0"
TRIBUTI_F24,CONTOCONT,varchar,13,"0/0"
CBIEPEF,id_unique,uniqueidentifier,16,"0/0"
CBIEPEF,IDSUPPORTO,varchar,10,"0/0"
CBIEPEF,TIPORECORD,varchar,2,"0/0"
CBIEPEF,MITTENTE,varchar,5,"0/0"
CBIEPEF,RICEVENTE,varchar,5,"0/0"
CBIEPEF,DTCREA,varchar,10,"0/0"
CBIEPEF,NOMESUPP,varchar,20,"0/0"
CBIEPEF,BUFFER,varchar,6,"0/0"
CBIEPEF,NRENDICONT,numeric,5,"38/38"
CBIEPEF,TOTIMPORTI,numeric,9,"38/38"
CBIEPEF,NRECORD,numeric,5,"38/38"
CBIEPEF,DTGGAPPL,varchar,10,"0/0"
U_PNC_BU,id_unique,uniqueidentifier,16,"0/0"
U_PNC_BU,PNC_CODSOC,varchar,2,"0/0"
U_PNC_BU,PNC_DATREG,varchar,10,"0/0"
U_PNC_BU,PNC_ORAREG,varchar,5,"0/0"
U_PNC_BU,PNC_CODUTE,varchar,10,"0/0"
U_PNC_BU,PNC_DESUTE,varchar,50,"0/0"
U_PNC_BU,PNC_DATOPE,varchar,10,"0/0"
U_PNC_BU,PNC_DESOPE,varchar,100,"0/0"
U_PNC_BU,PNC_IMPORT,numeric,9,"38/38"
U_PNC_BU,PNC_SEGNO,varchar,1,"0/0"
U_PNC_BU,PNC_NOTE,text,16,"0/0"
U_PNC_BU,PNC_CODBUN,varchar,10,"0/0"
U_PNC_BU,PNC_DESBUN,varchar,50,"0/0"
U_PNC_BU,PNC_FLGTRA,bit,1,"1/0"
U_FTP_AN,id_unique,uniqueidentifier,16,"0/0"
U_FTP_AN,FTP_CODSOC,varchar,2,"0/0"
U_FTP_AN,FTP_CODPDV,varchar,10,"0/0"
U_FTP_AN,FTP_DESPDV,varchar,50,"0/0"
U_FTP_AN,FTP_CODCAS,varchar,3,"0/0"
U_FTP_AN,FTP_DESCAS,varchar,50,"0/0"
U_FTP_AN,FTP_TIPO,varchar,1,"0/0"
U_FTP_AN,FTP_HOST,varchar,100,"0/0"
U_FTP_AN,FTP_USER,varchar,100,"0/0"
U_FTP_AN,FTP_PASSWO,varchar,100,"0/0"
U_FTP_AN,FTP_PATHDA,varchar,100,"0/0"
U_FTP_AN,FTP_NOMEFI,varchar,100,"0/0"
U_FTP_AN,FTP_PATHAL,varchar,100,"0/0"
U_FTP_AN,FTP_TIPCOM,varchar,1,"0/0"
U_FTP_AN,FTP_NUMSER,varchar,50,"0/0"
U_FTP_AN,FTP_TIPACQ,varchar,1,"0/0"
U_FTP_AN,FTP_NUMDOC,varchar,6,"0/0"
U_FTP_AN,FTP_DATDOC,varchar,10,"0/0"
U_FTP_AN,FTP_CODFOR,varchar,10,"0/0"
U_FTP_AN,FTP_RAGFOR,varchar,40,"0/0"
U_FTP_AN,FTP_STAMPA,varchar,1,"0/0"
U_FTP_AN,FTP_EXECUTE,bit,1,"1/0"
TAB_VEN_FA,id_unique,uniqueidentifier,16,"0/0"
TAB_VEN_FA,VEN_DATRIF,varchar,10,"0/0"
TAB_VEN_FA,VEN_CODSOC,varchar,2,"0/0"
TAB_VEN_FA,VEN_CODMAG,varchar,6,"0/0"
TAB_VEN_FA,VEN_DESMAG,varchar,50,"0/0"
TAB_VEN_FA,VEN_CODFOR,varchar,10,"0/0"
TAB_VEN_FA,VEN_DESFOR,varchar,50,"0/0"
TAB_VEN_FA,VEN_CODART,varchar,30,"0/0"
TAB_VEN_FA,VEN_DESART,varchar,50,"0/0"
TAB_VEN_FA,VEN_QTAGIA,numeric,9,"38/38"
TAB_VEN_FA,VEN_QTAINI,numeric,9,"38/38"
TAB_VEN_FA,VEN_QTAACQ,numeric,9,"38/38"
TAB_VEN_FA,VEN_QTAVEN,numeric,9,"38/38"
TAB_VEN_FA,VEN_QTARES,numeric,9,"38/38"
TAB_VEN_FA,VEN_QTATRP,numeric,9,"38/38"
TAB_VEN_FA,VEN_QTATRM,numeric,9,"38/38"
TAB_VEN_FA,VEN_QTAALT,numeric,9,"38/38"
TAB_VEN_FA,VEN_QTAINV,numeric,9,"38/38"
TAB_VEN_FA,VEN_QTAFIN,numeric,9,"38/38"
TAB_VEN_FA,VEN_CSTGIA,numeric,9,"38/38"
TAB_VEN_FA,VEN_CSTINI,numeric,9,"38/38"
TAB_VEN_FA,VEN_CSTACQ,numeric,9,"38/38"
TAB_VEN_FA,VEN_VALCOP,numeric,9,"38/38"
TAB_VEN_FA,VEN_VALVEN,numeric,9,"38/38"
TAB_VEN_FA,VEN_DICOVE,numeric,9,"38/38"
TAB_VEN_FA,VEN_CSTVEN,numeric,9,"38/38"
TAB_VEN_FA,VEN_DIVECO,numeric,9,"38/38"
TAB_VEN_FA,VEN_CSTRES,numeric,9,"38/38"
TAB_VEN_FA,VEN_CSTTRP,numeric,9,"38/38"
TAB_VEN_FA,VEN_CSTTRM,numeric,9,"38/38"
TAB_VEN_FA,VEN_CSTALT,numeric,9,"38/38"
TAB_VEN_FA,VEN_CSTINV,numeric,9,"38/38"
TAB_VEN_FA,VEN_CSTFIN,numeric,9,"38/38"
TAB_VEN_FA,VEN_PROGRE,numeric,9,"38/38"
WC_ORDERS,id_unique,uniqueidentifier,16,"0/0"
WC_ORDERS,LOG_DATA,varchar,10,"0/0"
WC_ORDERS,LOG_ORA,varchar,8,"0/0"
WC_ORDERS,LOG_CODOPE,varchar,20,"0/0"
WC_ORDERS,LOG_NOMOPE,varchar,100,"0/0"
WC_ORDERS,id,int,4,"10/0"
WC_ORDERS,parent_id,int,4,"10/0"
WC_ORDERS,number,varchar,10,"0/0"
WC_ORDERS,order_key,varchar,50,"0/0"
WC_ORDERS,created_via,varchar,50,"0/0"
WC_ORDERS,version,int,4,"10/0"
WC_ORDERS,status,varchar,50,"0/0"
WC_ORDERS,currency,varchar,3,"0/0"
WC_ORDERS,date_created,varchar,20,"0/0"
WC_ORDERS,date_created_gmt,varchar,20,"0/0"
WC_ORDERS,date_modified,varchar,20,"0/0"
WC_ORDERS,date_modified_gmt,varchar,20,"0/0"
WC_ORDERS,discount_total,varchar,50,"0/0"
WC_ORDERS,discount_tax,varchar,50,"0/0"
WC_ORDERS,shipping_total,varchar,50,"0/0"
WC_ORDERS,shipping_tax,varchar,50,"0/0"
WC_ORDERS,cart_tax,varchar,50,"0/0"
WC_ORDERS,total,varchar,50,"0/0"
WC_ORDERS,total_tax,varchar,50,"0/0"
WC_ORDERS,prices_include_tax,varchar,50,"0/0"
WC_ORDERS,customer_id,int,4,"10/0"
WC_ORDERS,customer_ip_address,varchar,50,"0/0"
WC_ORDERS,customer_user_agent,varchar,50,"0/0"
WC_ORDERS,customer_note,varchar,254,"0/0"
WC_ORDERS,billing_first_name,varchar,100,"0/0"
WC_ORDERS,billing_last_name,varchar,100,"0/0"
WC_ORDERS,billing_company,varchar,200,"0/0"
WC_ORDERS,billing_address_1,varchar,100,"0/0"
WC_ORDERS,billing_address_2,varchar,100,"0/0"
WC_ORDERS,billing_city,varchar,50,"0/0"
WC_ORDERS,billing_state,varchar,50,"0/0"
WC_ORDERS,billing_postcode,varchar,10,"0/0"
WC_ORDERS,billing_country,varchar,50,"0/0"
WC_ORDERS,billing_email,varchar,100,"0/0"
WC_ORDERS,billing_phone,varchar,50,"0/0"
WC_ORDERS,shipping_first_name,varchar,100,"0/0"
WC_ORDERS,shipping_last_name,varchar,100,"0/0"
WC_ORDERS,shipping_company,varchar,200,"0/0"
WC_ORDERS,shipping_address_1,varchar,100,"0/0"
WC_ORDERS,shipping_address_2,varchar,100,"0/0"
WC_ORDERS,shipping_city,varchar,50,"0/0"
WC_ORDERS,shipping_state,varchar,50,"0/0"
WC_ORDERS,shipping_postcode,varchar,10,"0/0"
WC_ORDERS,shipping_country,varchar,50,"0/0"
WC_ORDERS,payment_method,varchar,50,"0/0"
WC_ORDERS,payment_method_title,varchar,50,"0/0"
WC_ORDERS,transaction_id,varchar,50,"0/0"
WC_ORDERS,date_paid,varchar,20,"0/0"
WC_ORDERS,date_paid_gmt,varchar,20,"0/0"
WC_ORDERS,date_completed,varchar,20,"0/0"
WC_ORDERS,date_completed_gmt,varchar,20,"0/0"
WC_ORDERS,cart_hash,varchar,50,"0/0"
WC_ORDERS,set_paid,bit,1,"1/0"
CBIPC,id_unique,uniqueidentifier,16,"0/0"
CBIPC,IDSUPPORTO,varchar,10,"0/0"
CBIPC,TIPORECORD,varchar,2,"0/0"
CBIPC,MITTENTE,varchar,5,"0/0"
CBIPC,RICEVENTE,varchar,5,"0/0"
CBIPC,DTCREA,varchar,10,"0/0"
CBIPC,NOMESUPP,varchar,20,"0/0"
CBIPC,BUFFER,varchar,6,"0/0"
CBIPC,TIPOFLU,varchar,1,"0/0"
CBIPC,QUALIFLU,varchar,1,"0/0"
CBIPC,ABIGATEWAY,varchar,5,"0/0"
CBIPC,DIVISA,varchar,1,"0/0"
CBIPC,CENTROAPPL,varchar,5,"0/0"
PRODUZIONE,id_unique,uniqueidentifier,16,"0/0"
PRODUZIONE,IDNODE,varchar,10,"0/0"
PRODUZIONE,IDPRG,varchar,10,"0/0"
PRODUZIONE,NUMPRG,varchar,6,"0/0"
PRODUZIONE,DATPRG,varchar,10,"0/0"
PRODUZIONE,DTINPR,varchar,10,"0/0"
PRODUZIONE,ORINPR,varchar,8,"0/0"
PRODUZIONE,DTFIPR,varchar,10,"0/0"
PRODUZIONE,ORFIPR,varchar,8,"0/0"
PRODUZIONE,DTINEF,varchar,10,"0/0"
PRODUZIONE,ORINEF,varchar,8,"0/0"
PRODUZIONE,DTFIEF,varchar,10,"0/0"
PRODUZIONE,ORFIEF,varchar,8,"0/0"
